#geneName	Ikaros.Control_0h	Ikaros.Control_2h	Ikaros.Control_6h	Ikaros.Control_12h	Ikaros.Control_18h	Ikaros.Control_24h
Top1mt	-0.160892560283529	-0.042787649671422	-0.206506776716378	-0.326123084705677	-0.440661307499534	-0.480284534553864
Heatr6	-0.0148179113516859	-0.00744132447472782	-0.0161188109529924	0.011496721331317	0.0406333267575351	0.0321537199846263
Ccl3	0.265646835680197	0.0541821266192007	0.376835481141441	0.48621410018987	0.638126410093169	0.525713178585887
Ilf2	-0.0106841615656635	-0.0203005313801565	-0.0134046368836079	-0.04044627352046	-0.0472896063972423	-0.0626358859378805
Snapin	-0.0114328171192091	-0.000361511948215185	0.0263373426614488	0.0744265969355889	0.0912329233211291	0.144194242121809
B9d1	-0.0247883242659984	0.140023374553467	0.00612162673994066	0.178349005110471	-0.0080606508591406	0.137669342746766
Sec24b	0.0443160105838081	0.0386232762966052	0.0393134039452509	0.0465354655310568	0.0544613517160959	0.0248235640483706
Rmnd5b	-0.0132088196219635	0.0423858957297034	0.10940751457433	0.126333799529482	0.100030988735568	0.127093781370406
Nhp2	-0.027746687500582	-0.033342872053137	-0.093737353636864	-0.125159927603404	-0.204540363961638	-0.219001907968896
Vps9d1	-0.00154603804079212	0.0166560186109682	0.0450879195266852	0.0685887154126269	0.0789305651781561	0.077592038063985
Luzp1	0.0769365316201843	0.00460142630214375	-0.047452165460178	-0.0335109221288196	-0.0443565626008549	-0.0156140695261674
Poldip2	0.00653676632847964	0.00854407721706186	-0.0182148502515244	-0.0257900117147238	-0.0630257517519471	-0.0774728007632854
Uxt	-0.0256546065424814	0.00205586738237895	-0.0472749688151245	-0.0255766490800746	-0.117756638116507	-0.070113421201634
Calm1	-0.00457539954208836	-0.00715570238558209	0.00773211707369509	0.0117252826733827	-0.00529905451728443	-0.0152830389183382
Sema6b	0.0354184316384419	-0.2611949664179	-0.324225607183806	-0.217599317030763	-0.245481321207164	-0.294447119648637
Itgb7	0.258396466909221	0.507429657620666	0.858593745500952	0.816596104533099	0.545249097795704	0.223918012793033
Rarg	0.0996959382143207	0.0194375958443642	0.397932222960655	-0.0359438253316246	0.195016065221356	0.120692398916136
Rrp15	-0.0176513910991276	-0.000972896653007295	-0.0164324656975818	-0.155949815701655	-0.240792011763571	-0.203313595005196
Zmat2	-0.00381881028994982	0.00987938097889662	-0.00181975446082855	0.0197529235674533	0.0119543896716687	0.0188763018462288
Ube2c	0.00673237117420101	0.0168525555815201	0.0212109610577527	0.0103363332565836	0.0253309493809915	0.0268689027038118
Smg5	-0.00811729333883853	-2.03807590528834e-05	-0.010817361710679	-0.0211701337183945	-0.0522678929362695	-0.0686195549844225
Cct3	0.0046879268614306	0.00726149633980977	-0.00919393076508504	-0.0618261050381585	-0.100666251897675	-0.121862026255113
Mef2d	-0.017790985008434	-0.00900266542866424	0.015835563951172	0.0501000342358886	0.0745828921434866	0.0357379818653859
Npepps	0.0187861738398582	0.0438131669396877	0.0459946078430303	0.0402727761478388	-0.0241705376341458	0.0123671700868998
Tcf25	0.0010132421975834	0.00542336650777128	0.0172096048989974	0.0227883505275791	0.0338018427741934	0.0494246737152201
Sost	-0.924855499587839	-0.806670845709468	-1.03382567118155	-1.04724595595043	-1.10813320867824	-0.993219814615925
Itfg2	-0.030355177012528	-0.00966209528818644	0.0170501603246261	0.0474553335751723	-0.0204772143256396	-0.0406536891609147
Acap1	-0.0438547799465715	-0.0473813710345278	-0.0519886407215261	-0.0369879738233407	-0.0159381143622632	-0.00247617719135114
Stk38l	-0.00195082169523857	0.00779302455096491	-0.0251661288489685	0.0568605987497523	0.282516389478807	0.36696424193884
Ddt	0.0262000943943818	0.0114591598229676	-0.0123976669559485	0.0630561366054911	0.0425317064694657	0.0405356488862567
Naglu	-0.0154050145676635	-0.00580914809215573	0.0895751813690589	0.0949954527399443	0.0633351894342615	0.0647090527990593
Capns1	-0.00110301425279283	0.0267229996606213	0.00974335103323541	0.0518402802877073	0.0494766019686688	0.0499080820543683
Slc1a5	-0.0127152001786612	-0.019791051531893	-0.0540042612374027	-0.0577830835482513	-0.0917340854850596	-0.129494709666677
Uba1	0.0258805937633231	0.0181437443182041	0.0204151905897541	0.026656636033167	0.03599002202064	0.0037206740090336
Vwf	-0.0831115351502886	-0.0581990557478535	-0.169020465785158	-0.0836313056140208	-0.0859276441706724	-0.0355426874995202
Emd	-0.0114969755981217	0.0257358217393681	0.0557390821390979	0.0365173135362481	0.0362625528637441	0.000415300130320965
Pdzd4	0.00880117868453304	-0.0236616965757187	-0.0575111187380423	-0.0984739949732086	-0.151453394958558	-0.131770656061966
Srpk3	-0.0163927169377857	-0.0341049372532253	-0.0737344477968117	0.177113175885891	0.240035824473185	0.282768783805984
Kmt2a	-0.0217201285078836	-0.0127153456042631	-0.021677627515124	0.00402056584072198	0.0459096996960507	0.0535763559446162
Sdf2	-0.0409074001902671	-0.00233780457395081	0.0192456539649237	-0.00646421023211503	0.0468815294017151	0.0806045381486892
Bbc3	-0.0222390444459316	-0.119419321393765	-0.0795229508158889	-0.0741006813272936	-0.051694584202541	0.0317007036694655
Slc39a13	-0.0188073216394237	0.0498064951518765	0.0656010027528815	0.0257988164292026	0.0418338838456873	0.0564007550056496
Nr1h3	-0.201701167202162	-0.291989843012459	-0.309783193423158	0.303850066711146	-0.0676288784579189	0.157487040181926
Spi1	-0.00655839192739911	0.0700768046208317	0.144153783763583	0.117618286861096	0.0739083876051282	0.0698750320586003
Mov10	-0.00434289936402189	0.012447069186847	0.0128784353549382	0.0463412705780763	0.0102683732247482	0.0152505705305368
Ppard	0.0267389124203234	-0.0422584432680352	-0.0383836223919369	-0.0987232521665778	-0.0939384361699456	-0.109196474444606
Angptl4	-0.0347012798650947	0.117255888352139	0.0514095954117555	0.0821085127564111	-0.082317581280601	-0.13396640523006
Dbf4	-0.00847421283712713	-0.00162295360141868	0.0252924695457587	-0.0426459764309322	-0.0229259557833732	-0.0313528579591542
Gmpr2	0.000881662424034517	-0.00514804400635646	-0.0424592175138156	-0.0315297491061184	-0.0253986450425436	-0.0387548057445897
Snx9	0.0120185619325881	-0.0127864867877109	0.0074749402196336	-0.0342461717069331	0.0104775173555664	0.0346097284051389
Nr2f6	0.0148127931021717	0.0241470181745933	0.0519384251121684	0.042624013420765	0.0391829056823281	0.016730728176017
Use1	0.0039844091859319	-0.0054405587023665	0.00758772392586508	-0.0237412690091232	0.0552662667328446	0.105081468407732
Ndufb2	-0.0061447451028432	-0.0195348254400697	-0.0703762707675416	0.0113106706737922	-0.125999034029131	-0.18187460940736
Tchp	-0.0305938209825848	-0.0565092647317536	-0.0495685913564205	-0.0898680762732667	-0.0178419520680145	-0.018616291470867
Puf60	0.00754613053391558	-0.00113786062210846	0.0123036636624184	0.00330179375322026	0.00700174010614544	-0.0123358654388255
Uck1	0.0124373100981186	0.00704371809906567	0.0464128521282762	0.0495570839527133	0.0365810912997979	0.0341495257668317
Akap8l	-0.00533382232438044	0.0161388253166244	0.0221537101811815	0.0383824049954724	0.0876152042157249	0.114382440683124
Cse1l	0.0134393878109547	0.00412621380153746	-0.0172099102308863	-0.0570879354638612	-0.0899669288863112	-0.150569377534757
Naa20	-0.00774367544540798	-0.0301833625055662	-0.074324466972063	-0.0789455847077869	-0.150789882746386	-0.1643442537227
Plekha3	-0.0309781234761022	0.00983044905051007	-0.02999743275847	-0.0491045738302927	-0.0418559260252964	-0.0545489686183391
Nudt14	0.0499474092182874	0.0342218679577831	0.0413549475641854	0.158705753689584	0.144020656027704	0.0941797928840126
Chaf1a	-0.00706200901132588	-0.00117069515742063	0.0141724450811848	-0.00911167527829328	-0.0310266263989139	-0.0856117766857367
Arrdc2	-0.0359220613402721	-0.0424194146072992	-0.024033910204872	0.000940641879492009	0.0208111201102639	0.0610728962156262
Pnkp	-0.00529337840748665	-0.00113597591570453	0.0519028042505546	0.0593439954451861	0.100640423680788	0.126936926921285
Clptm1	0.0253608938517939	0.0181167841322307	0.00564178077367157	0.0120264623023572	-0.0202421567492478	-0.0237926610458931
Hbp1	-0.00631446855201355	0.0238542053274413	0.0582772927523046	0.190685527452597	0.22334213438827	0.259583080126437
Stk11	-0.0198575320574516	0.000633186232652047	0.0118983580342427	0.0081807185766	0.00557941518744386	0.00804952017240822
Cnot11	-0.00191459269151187	0.00273044932337911	0.0379892023334721	-0.00218262038435254	0.0169224772501788	0.0265837131453086
Keap1	0.0133832198747118	0.00516665536132264	0.00918971363332053	0.0180144803309032	-0.00262018570705096	-0.0251084596297972
Glg1	0.0171577153949101	0.0302689253964118	0.0582805426866339	0.0538272219844396	0.0408918962363367	0.0521018700344364
Mob3a	0.0115724558640707	0.062307482038632	0.0553516193695757	0.0208720573986037	-0.0285021433348412	-0.0318964365883286
Pld3	-0.0104903411814663	0.0143764279262865	-0.00863937204240346	0.0964967640537279	0.107974729156985	0.123897379667728
Nosip	0.00145284181105686	0.0167061817172226	-0.00833690880022288	0.0424461847601126	0.0334398876199875	0.0626751135314071
Dll3	0.00878672966698068	0.168643977428539	-0.380188677920787	-0.292686123257048	-0.337142215196451	-0.215444752311369
Timm50	0.0115645136004626	-0.0178859911741696	-0.0422955616352009	-0.0402955033651504	-0.101941288156888	-0.135385369258465
Ncstn	-0.0194197501793517	-0.00555763139945776	0.0310945339810538	0.0507068905651599	0.0810718998324036	0.0825362765142253
Pex19	0.00726193763227261	0.0113796501368915	-0.000218851744672155	-0.00158729332407251	0.0265831922319263	0.0223482070401726
Dusp3	0.0302355411541615	-0.0277296045011312	-0.0498282437553905	-0.194747393525294	-0.201641233236419	-0.136921059187499
Prodh	-0.0101743712710449	-0.0134340180298873	-0.24014370861943	-0.346059403666576	-0.420525335991997	-0.393926382007555
Dgcr6	-0.0154452764833863	0.00599139819037739	-0.0114666934904687	-0.0188675568217079	-0.0381973740811806	-0.0353970002110446
Fosb	-0.0231984928745474	-0.0764934235587355	-0.0848731274965237	0.0551244406412384	-0.188064168681993	-0.378018616378622
Rnf215	0.031446386045302	0.0816813700008403	0.127279607956848	0.1479669525093	0.161248299233858	0.192871841293404
Sec14l2	0.00774847657988224	-0.0248629398607626	0.0465113556971345	0.0388618941643347	0.0870958159560774	0.107386845864522
Aven	-0.00952591642263711	0.0116324040278411	-0.00334066947874982	-0.0188744690454831	-0.109414466585345	-0.093067296868607
Insig2	-0.0139756852874998	0.0560692457639181	0.0489142133908874	0.0382463917361564	0.0607775801497007	0.0842845995459635
Man1a	0.0518310319154685	0.017606033485946	0.0499721433366304	0.0369297761042865	0.0103729119405592	0.0276454740264807
Mast2	-0.0178950670276325	0.0146144261118297	0.0167261793016325	0.0256929600952449	-0.0210371919565833	-0.0343794931101743
Nob1	-0.0160870371843888	-0.0354091270838414	-0.0863751081327944	-0.0855396556004931	-0.120429633307905	-0.135825967093631
Gys1	0.0440615829807528	0.0310956612621615	0.0293674536518834	0.0092101101400184	-0.0545294354652356	-0.0898532290154453
Ruvbl2	0.00136123442582633	-0.0124764669670559	-0.0227335861142114	-0.0492496080315478	-0.100379416584507	-0.133107314952091
Tfam	-0.0114196831656182	-0.00631958618873688	0.0102692305081905	-0.0684183413002731	-0.0560986599707241	-0.0551419965632876
Zfp81	-0.0352242674405304	-0.015766182531358	-0.0949624342681014	-0.159071644710232	-0.115239290209524	-0.0860847905217038
Efnb3	-0.0353773109441939	-0.0455372055618841	-0.200306935217311	-0.154962139925604	-0.0517232023671415	-0.161928099234404
Rpl8	-0.00846615534254756	-0.0112166302984416	-0.00715423654036856	-0.0206201634010688	-0.0206867585998161	-0.0339322026784286
Dnaja3	-0.00351070400183894	0.0112764849298035	-0.00239122520921089	-0.0578367832910681	-0.0817086147267477	-0.119967094995536
Col5a3	-0.0290965498821521	-0.0191059939889535	-0.266246515874237	-0.54757297954303	-0.443057809753268	-0.442163263259494
Phb2	-0.00644022400727666	-0.00714954168252044	-0.0137003307997172	-0.0583937434090565	-0.0764179848922468	-0.0838551028338513
Atp6v1f	0.00131492341537988	0.0219482866529271	-0.0182283079186191	0.0353785395021079	0.0150308460396097	0.03259897581071
Col26a1	-0.0452199516494579	-0.0337065527749986	-0.0216783642826372	0.0192501716330356	-0.133069276704559	-0.15053204456291
Tbccd1	-0.016956246147549	-0.00666329350532728	-0.0257875928144616	-0.0296944740671716	0.0229894982217489	-0.0229071456323842
Zfp324	-0.00830739968365147	0.0123772692668398	-0.0252411914824964	-0.00523521170807228	-0.00465981202092692	-0.0421949097486904
Gab2	0.0290491926943502	0.0257126496800555	0.0352134757685373	0.0725108234175918	0.122382032400027	0.150968130303426
Coro1c	-0.0114986278987553	-0.0177061099628381	-0.00113443545714933	-0.0491212097614188	-0.0731362745142764	-0.126518970017709
Nkg7	0.473815826484065	0.292641770346297	0.120675189583186	-0.246727678988855	-0.311667203102658	-0.283055670872108
Slbp	-0.00844710615109159	0.00881145734091241	0.0428423341923643	0.0153130947372945	-0.0124592802271024	-0.0238514537905563
Polr2e	-0.0331836843553069	-0.0249096976598159	-0.0250754863540674	-0.0729138316301084	-0.0816573081773916	-0.101843933465876
Myo9b	-0.0056422532808628	-0.028950019196913	-0.00888921145094297	-0.0250315312346375	0.0107364545729883	-0.0114403065144485
Hdac9	0.15631508202088	0.0518824300312994	0.146853660243835	0.156767333839288	0.288826462654694	0.316468163600727
Cd244a	0.0683750863303425	0.226463337232756	0.114824896171546	0.120665844908199	0.191872756375883	0.0381312663068411
Mtfp1	-0.025800303629236	0.00210213015353027	-0.121686394839462	-0.160903439896772	-0.279781378105464	-0.359659183664531
Rab23	-0.0506058938829686	0.0333120841119533	-0.00707556838368846	-0.0693749505300666	-0.0789809796834793	-0.0649930273795607
Dlst	-0.00498314522874802	0.00860772431902017	0.00791368462551628	-0.0067046751617694	-0.010985602698132	-0.0217237276775413
Pgf	-0.234479271124834	-0.256904088312496	-0.258610715053177	-0.134246999847426	0.00133376296970075	-0.0208426056357941
Chmp2b	-0.00240205034897284	0.0105191562676064	0.0523557583220872	0.0460693748855606	0.0495017648235398	0.0621602851646051
Srpk1	-0.00883285372345767	-0.0189751117009896	-0.0222771455375791	-0.05904881985385	-0.0898610340021324	-0.0897567058246718
Hdgf	-0.00331786649088441	0.00645186911860593	0.00298206462034025	-0.0312910634295319	-0.0525463759545746	-0.0649762021965834
Cstb	0.0282154510824381	0.0140481435743877	-0.0214271039743756	0.113710445921791	0.0834826700502259	0.0703407142542752
Jkamp	0.00488443219245403	0.0361221592650289	0.00710712292123722	0.0578387718983469	-0.0158608686947048	0.0212340037604194
Wdr1	-0.00382913638197465	-0.00991701854928846	0.0128119527709077	0.00933565592049562	0.0356354294178773	0.0277117987631927
Spc25	-0.00226908307403739	0.00519264603148354	0.000343072222285429	-0.0128828805082329	-0.00143249702411839	-0.0368850633383127
Crbn	-0.0344059305292955	-0.0227925500954586	0.023179410174384	-0.00689858183899101	0.0279971322404823	0.0377800215592783
Fbxo11	0.00907367657981309	0.0467227241441371	0.041709692638591	0.0398042582165744	0.121658613949209	0.143127474146511
Tbl2	0.021780785616415	0.0369080367449049	-0.00446568562573911	-0.0988199398101682	-0.163656785908906	-0.253635356091722
Cic	-0.00933322788306264	0.00936855189454917	0.0566376271441004	0.0664934590954519	0.0722841439404314	0.0347477514489344
Pafah1b3	-0.0204560268790831	-0.0393356589200936	-0.0936784638036073	0.0305424548365471	0.0608323192758904	0.015693271025743
Prkaca	0.0119639077876778	0.036033609898107	0.0453567088141898	0.0610799870978089	0.0654954838959161	0.0528736644284729
Ube2m	-0.00102153003877133	0.00469762433422086	0.0175798316123258	-0.0168588138025883	-0.0357041150940884	-0.0578521505188933
Adcy9	0.187250405756469	0.409568361711666	0.176476776578937	0.207516819818073	0.182610457776376	0.247254068771288
Eif4g2	0.00432379616123856	-0.00922488247813991	0.00247245093364325	-0.0289826894928596	-0.0232681512072672	-0.0304792993018993
Zfp592	-0.0130309173198557	2.21756322707679e-05	0.00281377670909692	0.0269068311342214	0.0326718633357153	0.021487974957152
Tomm40l	-0.0143429707864451	0.00741905689505638	-0.0483007732175684	-0.029006557976203	-0.0734198458353334	-0.0715487259511693
Ctcf	-0.00505958890224881	0.0105483582147183	0.0474754869233638	0.0302369235720869	0.068358519338798	0.0612452153390175
Mmp8	1.00198536718995	0.875371992985409	0.449594148855773	0.815363818927441	0.48157955734789	0.363012292209509
Reep5	-0.00143960377712615	0.0249966773176615	0.0629129369641338	0.0493821531788782	0.144904882194286	0.169568970961952
Nr2c1	-0.0419335020217227	-0.0325520885132946	-0.0271951656410231	-0.0120570940119761	0.0607082347975356	0.018227630630764
Pex1	-0.0004326779078122	-0.0597315637575629	-0.0520545653379306	-0.0675142327323034	-0.032543880192871	-0.00747750535298623
Itgae	-0.0742702107900408	0.266163674485221	0.174047675254975	0.33246348941395	0.19100936636012	0.184440757076519
1700037C18Rik	-0.0490557287465476	-0.0165839153858998	-0.112838139031708	0.0409671563449428	-0.0523435993116489	0.0644019050114474
Tbcb	-0.0227392386057556	-0.0147962788963905	-0.045281337589954	-0.0231470068252851	-0.00951219065640253	0.0153693610529204
Mob1b	0.0114847325568343	0.0139004430251498	-0.0149051105938584	-0.0216979632619083	-0.0311375687603964	-0.0296106752910236
Eps15l1	0.029680000040714	0.0255736279047846	0.0366135159542423	0.0151969077933016	0.0772592174589051	0.0938000907193497
Upk1a	0.0164289827590529	0.0955759099127698	-0.14245467248305	0.062908697468666	-0.0162303388763394	-0.095171279374258
Rps9	-0.0261233288965747	-0.016698128327347	-0.0078190965521189	-0.0135464546628768	0.000769018080027792	0.0271806211987489
Gcat	-0.0507518514245736	-0.0359895560872043	-0.0703297990465915	-0.234245365238735	-0.398376439751379	-0.473196666408241
Cdc20	0.00308869578854104	0.00340479192457165	0.0172586970852202	0.00642929046566691	0.00549719486908579	-0.0270134453041965
Adamts4	-0.0420259239457632	0.132748574437756	-0.336641120061265	0.234010733855506	0.20149270116166	0.309366188398119
Ndor1	-0.0381965256040609	-0.0268813569690518	-0.0671376404263661	-0.0471691720508956	-0.0734374816522099	-0.0885987256187585
Pdk1	0.0598210100946066	0.059354754794704	0.0784304890611226	0.0165913922023898	-0.0700622355291344	-0.171893151513514
Atp7b	0.100290390934631	0.132966805160182	0.279818033097575	0.0968621686683919	-0.201496349255686	-0.520359160600102
Cdt1	-0.00375636994611859	-0.0147730862412365	0.00713827131506766	0.0495212384244167	0.0409421057151678	-0.0274322791881997
Gtf2h1	-0.0199208861726453	-0.00608162540010833	-0.0252265119541254	-0.0633454415826612	-0.0802018726040974	-0.0367723414726199
Slc5a6	-0.0208341763112738	-0.0385935781187902	-0.200983644150038	-0.185734856144465	-0.28915397064139	-0.341522768422309
Usp19	0.00320839478871076	-0.00143386680634329	-5.68655738143315e-05	0.0177457780723185	0.0567346178446794	0.053722025725325
Pknox1	0.0117123688959749	-0.000337517767598908	-0.0320984047489505	-0.0356078649458109	0.00948601274712458	-0.0277095466434136
Acot13	-0.00291882142996657	0.0084890470384303	-0.0231674628300098	0.0979540373267066	0.0601748161326569	0.0502753421421766
Zfp184	0.000190322197387971	-0.0513998335672171	0.117072864187711	-0.116105534340691	0.139272481858264	0.16097885090302
Saal1	-0.028784987948118	-0.0170044038907916	0.00445265632488907	-0.0135889285071127	-0.039105286740704	-0.0513615877170176
Odad4	-0.153361693662156	-0.201632191570941	-0.0892284438487574	0.0477011721054393	0.0282703615393881	-0.0385868679393082
Tmco6	-0.00225524829274873	-0.00319366927574678	0.050250577945612	0.0951346042362477	0.124186244139207	0.0952820006049817
Ezh1	-0.017589966042425	-0.0425575639709896	-0.0608443707920893	-0.0125071987787473	-0.0551577937921264	-0.0244639264470328
Ctnnb1	0.037395114584274	0.0151024484896442	0.0161772037983176	0.0074996739714876	0.0326039567701742	0.019559734739574
Vwa7	0.027469613249421	-0.0390952698553492	0.166559298020129	0.195514659000423	-0.166571676593235	0.210723019939801
Slc44a4	-0.146888908739636	-0.0295976787070727	0.131789520251795	0.26568728366792	0.350762889557175	0.109370086936151
Ddah2	-0.0640940824185793	-0.0118353696577164	0.034117580158606	-0.00746293360525986	0.0245696837154318	0.0562600488593813
Atp1a2	-0.248914395029765	-0.202100354012473	-0.0770270983245031	0.00271757854347146	-0.128364411506825	0.132167273171961
Stx1a	-0.0305711114556904	-0.0997461496894611	-0.217573547856189	-0.0254314892619736	-0.0801287156511827	-0.069897046758246
Fance	-0.0501898971159213	-0.0642985737253815	-0.107228151817464	-0.148826867123732	-0.156076072766757	-0.152362888702026
Tinf2	-0.00349077049462093	0.0215790004301515	0.11658871857777	0.0437472074452658	0.0687637412605019	0.0750313059697331
Arpp19	0.0022823219264907	-0.00145411733489453	-0.0149221983939873	-0.0547612588463327	-0.0985944638327552	-0.0483863101670779
Ankrd26	0.00321998001519363	0.00478025262580136	0.0448347899297398	-0.0395204203751914	0.00198391982465696	0.00584682562183765
Hnrnpa0	0.00809898232193181	-0.0164052174000007	0.0222053594128581	0.00814135541559702	0.0186272937019271	0.0109039082111901
Hnrnph1	-0.00483482522474129	0.0074256042706516	0.0142389474904988	0.016791127932497	0.0277105623197125	0.0211372028105803
Ctsd	0.0353358899398726	0.010542279884815	0.020988520647314	0.0209044778686303	0.0648253869614554	0.0785242349074171
Mid1ip1	0.0109630048049484	0.00577387018077287	-0.00118976554739641	-0.0254203482871375	-0.0276361983838705	-0.0383196514203756
Prpf31	-0.0118157150237696	-0.00232328212005082	-0.0466433321624715	-0.0692167167419697	-0.0994668042818644	-0.118929291140306
Herpud2	0.0118367442473411	0.0583163697013528	0.0473922473504096	0.0766443570595684	0.0742945303578611	0.037887712834194
Rpl10	-0.0550282085180768	-0.0135045110504618	0.00312258361935783	-0.0288326371414765	-0.00635999914891224	0.00625927627294796
Rps15a	-0.011379010625426	-0.00506764565142965	-0.0150021148221188	-0.0308081727992819	-0.0184592626891673	0.0223705268869387
Hipk1	0.0280254086607244	0.00513672511972445	-0.00985685230895744	0.0248703077779026	0.0460092707934905	0.0198862705130459
Cd163	0.291516776185581	0.222357609213827	-0.0605527271716037	0.0247377745027973	0.0683770263477647	0.188167111782972
Vps72	-0.0291861926999852	-0.000668395172740439	-0.00404150792062146	0.0229342757752087	0.0170447588437397	0.0441692166198757
Ewsr1	-0.00869820465980535	-0.000595938766828126	-0.00270197332247416	0.00495965889630082	-0.0149608364077224	-0.0521632739201535
Ube2g2	-0.0157433492183568	0.00984998745939786	-0.0123875098975423	-0.0134607617249392	-0.0338847251454596	-0.0504311669550505
Vav2	-0.00896235003205164	-0.0254308614059934	0.0152264196648113	0.0102511415306772	0.0385446044356173	0.000962138957388395
Ppp2cb	-0.0104246922583647	-0.00306511482930234	-0.00423278894471946	0.00231961300369897	0.0272852864114473	0.00570765347027266
Bcr	0.0685121952411774	0.0499670125189487	0.0367856161077308	0.00599889501514496	0.0408411599139192	0.0553660867949656
Nuak2	0.0111177492587869	-0.0409937477063815	-0.0891689466432968	-0.0383485176399098	-0.0960812491138373	-0.0720868104811102
Rps25	0.00307094688246146	-0.00606530410016879	0.0232890752407828	-0.0225864236875795	0.0142122954722527	0.0461706017259749
Aldh3a2	0.0463323427672272	0.03977981604688	0.109873439282916	0.108395518296329	0.149812103701225	0.153923472199138
Nprl2	0.00311691391585097	-0.00874825862521091	-0.00817575744552119	0.0446774365971222	0.122694064954974	0.140989864016052
Tnfrsf13b	-0.0221563712559811	-0.0549425501507576	0.0229749477003404	0.0214641501954686	0.0292803016824111	0.0135292820099854
Raver1	-0.00309180242341319	0.00820271315264507	0.0263255636534171	0.0081162432057463	0.0110192238793082	-0.00968287163458185
Ifi35	-0.0555523941684316	-0.0273567472566767	-0.0718676614915536	-0.0428710029251777	-0.0837558766976061	-0.0377261545578141
Nedd8	-0.0121824601235	0.0106998351683629	-0.0372145734576589	-0.0235220705091343	-0.0498298235038431	-0.0655086429516648
Faf1	-0.000789116830808175	0.00741386123450899	-0.0277505281942634	-0.00890999952240247	-0.0656852620787289	-0.0550246444280689
Acaa1b	-0.0235446071190958	-0.034268845478456	0.0665280546875158	0.021144868733723	0.0381253697480265	0.0910527863108574
Fads1	0.0425253178833054	0.0063326120875834	0.0118432317538039	-0.0241780869590077	0.00811973037923	-0.0138987106143983
Lmbr1	-0.0072919665139808	6.25698115273542e-05	-0.0205235286061982	0.0994108073804671	-0.054408897983993	-0.0842786728240606
Pdhx	-0.0170682750767564	-0.00236539555526288	0.00660385089365506	-0.0245167762894914	-0.0550552376993402	-0.0788481789505383
Brf1	-0.00995242417628249	0.0187172616361192	0.0233889506848646	-0.0126375158103176	0.0110460004241223	0.0660843524161486
Snapc2	0.0042194159654721	0.0135414336548808	0.0183237581964044	0.0304399174545504	0.0224919026287885	0.00197505043733543
Brms1l	-0.00571893918928234	0.0190059863523309	0.0693853694904243	0.0680018935533081	0.0465175638323759	0.0390161426948617
Med15	-0.00947292767088413	-0.00508218497262431	-0.0066776341760095	0.0244983858330885	0.0227409389046299	0.00608585363214104
Tjap1	-0.0339015252645273	0.0119289551314519	-0.000815448409005205	0.0340550705537954	0.0234285154008901	0.0205423259409698
Mplkip	-0.0156994260421271	-0.0604934728136221	-0.0573348783015849	0.0596707913286447	-0.0221595130436065	-0.0546711565315753
Mlkl	-0.0256954656161611	-0.0553700070548694	-0.0504093541949404	-0.123333114286115	-0.1792467090802	-0.167987954635216
