#geneID	T00h	T02h	T06h	T12h	T18h	T24h
ENSMUSG00000000817	0.1632	0.5359	-0.5338	-0.0025	-0.3875	-0.0021
ENSMUSG00000000876	-0.2400	0.2218	-0.2789	0.0728	-0.1897	-0.6542
ENSMUSG00000000938	0.0129	0.0325	-0.4745	-0.3431	0.2826	0.0421
ENSMUSG00000000982	0.6037	-1.0366	0.2211	-0.1011	-0.4737	-0.1504
ENSMUSG00000001023	-0.2486	0.6556	-0.0748	-0.2648	0.3071	-0.0043
ENSMUSG00000001029	0.0097	0.7224	0.2600	-0.4323	-0.0241	0.1725
ENSMUSG00000001227	0.0074	0.2548	0.1794	-0.5355	-0.3315	0.0901
ENSMUSG00000001260	-0.0407	0.1996	-0.1104	0.3414	-0.6595	0.1453
ENSMUSG00000001280	-0.2291	0.4817	0.4644	-0.4621	0.5138	0.0115
ENSMUSG00000001383	-0.0623	-0.5113	0.4147	-0.0742	0.4609	0.2461
ENSMUSG00000001444	0.3253	0.0481	0.3992	-0.3135	-0.5631	-0.2971
ENSMUSG00000001525	-0.5818	1.2064	-0.6036	-0.2092	0.0454	-0.0745
ENSMUSG00000001552	-0.5156	-1.4922	-1.3467	-1.0668	-2.2124	-1.7790
ENSMUSG00000001566	0.3472	0.2527	-0.3585	-0.1434	0.1743	0.3053
ENSMUSG00000001588	-0.4468	-0.2138	0.0259	0.2776	0.3914	-0.3198
ENSMUSG00000001642	0.4602	-0.2100	-0.3374	-0.3147	-0.3644	0.1416
ENSMUSG00000001663	-0.1944	-0.3569	-0.4426	-0.2103	-0.2227	0.0096
ENSMUSG00000001670	0.2439	-0.2200	-0.0747	0.4777	0.1322	0.2810
ENSMUSG00000001804	-1.1203	-1.0780	-1.5224	-0.9911	-1.0355	-0.5960
ENSMUSG00000001827	-0.2734	0.2125	0.6245	0.9433	0.0187	0.3286
ENSMUSG00000001829	-0.5343	-0.9030	-1.5576	0.0169	-1.2576	-0.8699
ENSMUSG00000001865	0.4132	1.3517	1.5711	1.7865	2.2560	1.5988
ENSMUSG00000001924	-0.4933	-0.8146	-1.4876	-0.6428	-1.3982	-0.5648
ENSMUSG00000001998	-0.0431	1.1384	0.4897	0.2975	-0.0232	-0.0309
ENSMUSG00000001999	-0.4850	0.4775	0.0420	-0.4768	0.1089	0.2769
ENSMUSG00000002100	0.4453	0.8623	0.2779	-0.1919	-0.1755	0.2357
ENSMUSG00000002105	0.3769	0.7588	1.6009	1.2096	1.3805	1.9525
ENSMUSG00000002111	0.9185	0.6443	0.0480	-0.4434	-0.2685	-0.3366
ENSMUSG00000002204	0.0068	-0.0360	-0.2622	-0.4070	-0.1921	0.0863
ENSMUSG00000002289	-0.1836	-0.0056	0.4363	-0.0532	-0.6461	-0.3696
ENSMUSG00000002308	0.5852	1.7879	0.7808	1.7616	1.5961	2.4821
ENSMUSG00000002384	-0.0261	0.0790	-0.1440	-0.0505	0.3385	0.5234
ENSMUSG00000002455	0.3376	0.0567	-0.0324	0.6122	0.1124	-0.4445
ENSMUSG00000002489	0.3204	-0.2344	-0.1548	-0.3238	0.2747	-0.8978
ENSMUSG00000002496	0.0505	0.0418	-0.0419	-0.1028	-0.5661	-0.2009
ENSMUSG00000002741	0.4451	0.7904	0.8576	0.3263	0.2414	0.3894
ENSMUSG00000002900	-0.1895	-0.4182	0.0752	-0.4467	-0.0280	-0.3434
ENSMUSG00000002930	-0.1886	-0.2670	0.2657	0.6456	-0.2477	0.0191
ENSMUSG00000002963	0.7653	0.8228	-0.1202	0.5162	0.6683	0.2308
ENSMUSG00000002984	-1.0044	0.2972	0.1115	-0.3511	-0.0807	0.8487
ENSMUSG00000003053	-0.4517	0.3819	-0.6636	0.0709	-0.3940	-0.2301
ENSMUSG00000003131	-0.1054	-0.2930	0.9114	0.1668	0.0112	0.1233
ENSMUSG00000003206	-0.1894	0.2591	0.2337	-0.0249	-0.4659	-0.0164
ENSMUSG00000003235	-0.1591	0.5195	0.3322	0.4813	-0.3582	0.0872
ENSMUSG00000003269	0.0287	0.2081	0.0077	0.7323	0.1013	0.6967
ENSMUSG00000003271	0.2819	0.4699	0.1369	-0.6833	0.8671	-0.2665
ENSMUSG00000003279	-0.2058	-0.2664	0.3370	-0.2226	-0.2840	-0.7730
ENSMUSG00000003378	-0.4030	0.0600	-0.2255	-0.2970	-0.6066	-0.0473
ENSMUSG00000003402	0.2991	-0.5223	-0.7799	0.3323	-0.0404	-0.3303
ENSMUSG00000003464	-0.0188	0.2003	0.2063	0.1148	-0.4937	0.2556
ENSMUSG00000003526	0.5740	-0.0792	-0.2791	-0.6051	-0.6373	0.3186
ENSMUSG00000003546	0.4663	-0.3945	-0.1887	-0.2398	-0.0413	0.8595
ENSMUSG00000003559	-0.0378	-0.1851	-0.7738	0.4786	-0.5672	0.1484
ENSMUSG00000003623	-0.2448	-0.7222	0.0900	-0.0645	0.0977	-0.3646
ENSMUSG00000003644	0.9301	-0.5830	0.1561	0.4835	-0.2308	-0.6360
ENSMUSG00000003731	0.0254	-0.3386	-1.2777	-0.8272	-0.6155	-0.1435
ENSMUSG00000003752	-0.2515	0.1008	0.2200	0.0011	0.0561	0.0083
ENSMUSG00000003814	0.9524	0.4604	0.4728	-0.0125	-0.0653	-0.1308
ENSMUSG00000003849	-0.0080	-0.3066	0.3158	-0.3125	0.1964	0.0669
ENSMUSG00000003873	0.0987	-0.4264	-0.2312	0.0263	0.8343	-0.7616
ENSMUSG00000004098	-0.2387	-0.3030	-0.4805	-0.1879	-0.5785	-0.8254
ENSMUSG00000004099	-0.1809	-0.1523	-0.3584	-0.4223	0.1030	0.6735
ENSMUSG00000004113	0.3409	-0.6435	0.6556	0.5300	0.0264	0.0448
ENSMUSG00000004151	0.1298	-0.1909	0.5817	0.2339	-0.6040	-0.0992
ENSMUSG00000004187	-0.3350	-1.2329	-0.3775	-0.7039	-0.9826	-0.8049
ENSMUSG00000004268	0.8378	0.2187	0.2441	-0.3945	-0.2204	0.2371
ENSMUSG00000004296	0.1390	0.5825	0.5203	0.2064	0.2561	0.1807
ENSMUSG00000004347	-0.4884	0.9008	0.5139	-0.0860	0.2505	-0.1306
ENSMUSG00000004366	0.0767	-0.3825	-0.4845	0.2655	0.0835	-1.0229
ENSMUSG00000004415	-0.2510	0.5806	0.3011	0.3202	0.4673	0.3331
ENSMUSG00000004446	0.0334	-0.5081	0.0567	0.1158	-0.3828	0.6447
ENSMUSG00000004451	-0.2978	0.1727	0.0218	-0.7136	-0.9926	0.1807
ENSMUSG00000004508	0.3872	-0.1378	0.5307	-0.1207	0.0886	-0.5881
ENSMUSG00000004552	0.4059	0.7555	1.5898	1.1504	0.8422	1.3525
ENSMUSG00000004567	0.2220	0.9654	0.1372	0.2626	-0.2773	0.0986
ENSMUSG00000004609	-0.0260	-0.3397	0.1568	-0.2375	-0.0586	-0.4404
ENSMUSG00000004654	0.2733	0.4558	0.9044	0.3759	1.0631	0.9669
ENSMUSG00000004655	0.0389	0.0376	-0.4069	0.1456	-0.3792	0.3042
ENSMUSG00000004677	-0.5852	0.4799	-0.6268	-0.3066	0.7634	0.3236
ENSMUSG00000004789	-0.3322	-0.0520	-0.0144	-0.5311	0.5915	0.2171
ENSMUSG00000004798	0.0315	0.8704	-0.2507	-0.3510	0.2406	0.3079
ENSMUSG00000004849	0.0954	-0.2225	-0.0600	1.1922	0.0745	-0.7600
ENSMUSG00000004865	0.3188	0.0783	-0.0642	-1.0411	-0.4351	-0.0903
ENSMUSG00000004934	-0.1008	-0.7535	-0.1311	-0.2080	0.1503	0.1261
ENSMUSG00000004939	0.2722	0.1937	1.0631	-0.1534	-0.0182	0.0227
ENSMUSG00000004996	0.4293	0.4907	-0.2533	0.2243	0.6535	0.0407
ENSMUSG00000005057	-0.6841	-0.3641	0.0560	0.3471	-0.8181	0.1543
ENSMUSG00000005069	0.6104	-0.3025	-0.1497	0.0744	0.6708	0.0742
ENSMUSG00000005102	-0.2648	-0.6808	0.0885	0.1809	0.1386	0.2832
ENSMUSG00000005148	-0.4730	-0.0792	0.3465	-0.3918	-0.0244	-0.3058
ENSMUSG00000005262	-0.8235	0.1630	0.5135	-0.1908	-0.2137	-0.1542
ENSMUSG00000005268	0.1805	-0.5805	0.1612	-0.1612	0.2400	0.3353
ENSMUSG00000005410	0.2915	-0.1012	-0.4237	0.0200	-0.1683	-0.3992
ENSMUSG00000005413	-0.3729	-0.1313	0.4302	-0.9918	-0.5957	0.1063
ENSMUSG00000005483	-0.5621	-0.2424	0.0922	0.1220	-0.1593	0.0671
ENSMUSG00000005575	0.5475	-0.0227	0.2718	-0.2741	-0.0518	-0.0753
ENSMUSG00000005615	-0.1014	-0.4848	0.3764	0.1337	0.4293	-0.2247
ENSMUSG00000005699	0.3718	-0.2214	-0.4484	0.0313	-0.0043	-0.0130
ENSMUSG00000005774	-0.1447	-0.1011	-0.2721	-0.5121	0.9836	0.1809
ENSMUSG00000005864	0.0574	0.0496	-0.1518	0.6977	0.6516	-0.5076
ENSMUSG00000005871	-0.1019	0.4398	0.6425	0.1951	-0.1480	0.1355
ENSMUSG00000005886	0.0897	-0.4627	-0.8830	-0.2654	-0.1191	0.0890
ENSMUSG00000005907	-0.0730	0.1967	-0.7516	-0.3256	-0.3388	0.2637
ENSMUSG00000005917	0.1499	0.5634	-0.5729	0.3045	-0.5598	-0.3523
ENSMUSG00000005951	0.0174	-0.5725	-0.0868	-0.5191	0.1416	0.4268
ENSMUSG00000006204	-0.0417	-0.0175	0.1245	-0.9844	-0.3545	0.8359
ENSMUSG00000006216	0.2601	-0.1198	-0.2418	0.2152	-0.7702	0.7329
ENSMUSG00000006262	0.2568	-0.1358	0.6979	-0.2299	-0.1746	0.2000
ENSMUSG00000006335	-0.5256	0.8362	0.9993	-0.5695	-0.5357	-0.3834
ENSMUSG00000006344	0.1571	-0.3145	-0.2266	0.4341	0.4746	0.1946
ENSMUSG00000006369	-0.3477	-0.8196	-0.6174	-0.8136	-1.7566	-1.4009
ENSMUSG00000006442	0.9969	0.3908	0.4754	0.1884	0.2811	-0.2135
ENSMUSG00000006445	-0.2238	0.1924	-0.1033	0.2285	-0.2935	-0.2759
ENSMUSG00000006494	-0.1237	-0.4693	0.9363	0.7823	-0.0956	0.8741
ENSMUSG00000006527	0.2625	0.2119	0.2326	-0.0836	0.0560	0.0007
ENSMUSG00000006542	-0.5994	0.0990	-0.0537	-0.0760	-0.2412	0.8253
ENSMUSG00000006570	0.3839	0.0695	0.7225	0.8460	-0.4915	-0.1197
ENSMUSG00000006574	-0.0155	0.5139	0.2068	0.4366	-0.8061	-0.1705
ENSMUSG00000006585	0.1338	0.3803	-0.3801	0.4035	-0.2643	-0.3724
ENSMUSG00000006649	-0.4719	-0.3127	-0.1912	-0.1005	0.3491	0.1364
ENSMUSG00000006731	0.8522	0.7925	1.6421	1.3143	1.8430	1.3212
ENSMUSG00000006930	-0.5903	0.2791	-0.8812	0.1641	0.0721	-0.0585
ENSMUSG00000006998	0.7627	0.7927	0.8040	-0.7914	0.1823	-0.3670
ENSMUSG00000007033	-0.0342	0.1403	-0.4964	-0.4326	-0.0817	-0.1016
ENSMUSG00000007038	0.8501	0.9220	1.3117	1.2714	2.5831	2.0993
ENSMUSG00000007080	-0.1444	-0.1320	-0.5553	-0.7260	0.3952	-0.0732
ENSMUSG00000007097	0.1389	-0.4442	-0.1730	0.0959	0.5559	0.4881
ENSMUSG00000007480	-0.2375	-0.6922	-0.8461	0.2300	-0.0401	0.5065
ENSMUSG00000007617	0.3645	0.5246	-0.4699	-0.2214	-0.5250	-0.5969
ENSMUSG00000007815	0.2876	-0.1382	-0.4643	0.0672	-0.6549	-0.5365
ENSMUSG00000007872	-0.0815	-0.3409	-0.5311	-0.9171	-0.0084	0.5251
ENSMUSG00000007880	-0.7849	0.6399	-0.3859	0.4087	0.0838	-0.5488
ENSMUSG00000007891	0.2202	-0.4200	-0.0975	0.1678	0.3974	0.1638
ENSMUSG00000007892	-1.1034	-0.1668	-1.0128	-1.1317	-1.6289	-1.7684
ENSMUSG00000007908	-0.6999	0.0147	0.6142	0.4278	-0.0799	0.0971
ENSMUSG00000008136	-0.0060	0.2174	0.1821	0.4169	0.8999	-0.3407
ENSMUSG00000008305	0.5122	0.0353	0.0367	-0.8388	-0.8186	0.2456
ENSMUSG00000008348	-0.5255	-0.9689	-0.5537	0.1984	0.2015	-0.2843
ENSMUSG00000008604	0.3773	-0.6071	0.1949	-0.3334	-0.0592	0.2195
ENSMUSG00000008843	1.9149	1.5985	1.3729	1.5632	1.4383	1.3765
ENSMUSG00000008932	0.1784	0.4278	-0.5178	-0.0946	-0.2669	0.7660
ENSMUSG00000009013	0.0788	-0.2909	0.1717	0.1422	0.0462	-0.2847
ENSMUSG00000009079	0.0501	-0.4028	0.2034	0.8280	0.8013	-0.2748
ENSMUSG00000009293	0.6430	-0.0226	0.5551	0.1829	-0.2974	0.0612
ENSMUSG00000009549	-0.1401	-0.5031	0.3888	0.3938	-0.2742	-0.1086
ENSMUSG00000009585	-0.1245	0.6883	-0.7445	0.3760	0.9177	-0.5048
ENSMUSG00000009588	0.3770	-0.5087	0.1780	-0.4558	-0.3022	-0.3259
ENSMUSG00000009646	0.1264	-0.3386	0.8522	-0.7926	0.2153	-0.3649
ENSMUSG00000009900	0.6324	-0.1234	0.4475	-0.0654	0.3855	-0.3762
ENSMUSG00000009927	0.0184	1.0920	-0.1067	-0.6680	0.2129	-0.4093
ENSMUSG00000009941	-0.1501	0.5834	-0.4426	-0.1380	-0.4666	-0.2995
ENSMUSG00000009995	-0.5696	0.5067	-0.3597	-0.0777	0.3781	0.4206
ENSMUSG00000010047	-0.2916	0.5231	-0.1098	0.5044	-0.2033	0.8997
ENSMUSG00000010080	0.2782	0.5208	-0.5675	0.2585	-0.5314	-0.3845
ENSMUSG00000010095	-0.8908	0.4901	-0.3320	-0.3295	0.4720	-0.9117
ENSMUSG00000010110	0.3157	-0.1828	0.3158	-0.1452	0.2373	0.2052
ENSMUSG00000010142	-0.5754	0.2200	-0.5556	0.4886	0.7956	0.3350
ENSMUSG00000010392	0.3767	0.1767	0.2653	0.1649	-0.7472	0.3614
ENSMUSG00000010406	-0.1369	0.1130	-0.7167	-0.0559	0.0235	-0.4056
ENSMUSG00000010663	-0.1572	0.2442	-0.2437	0.3946	-0.4297	0.5766
ENSMUSG00000010797	-1.0099	-1.3058	-0.0697	-0.8424	-1.6250	-1.1803
ENSMUSG00000010803	0.3216	0.2581	0.2202	0.4049	-0.6728	-0.0102
ENSMUSG00000011008	-0.4412	0.1097	-0.8133	-0.0310	-0.0776	-0.1734
ENSMUSG00000011034	0.1195	0.2007	0.0049	-0.0477	1.0068	-0.2965
ENSMUSG00000011096	0.5620	-0.1959	-0.2257	-0.3249	0.0521	0.0403
ENSMUSG00000011171	-0.1234	1.0477	-0.1159	-0.0395	-0.5823	-0.2711
ENSMUSG00000011179	0.6538	1.3472	0.9678	0.3024	0.4208	0.8046
ENSMUSG00000011463	1.0658	0.1217	0.2529	0.1822	-0.5546	-0.2971
ENSMUSG00000011751	-0.1750	0.0454	-0.3011	0.4131	0.1773	0.1195
ENSMUSG00000011877	0.4348	0.3062	-0.1417	0.0890	0.2899	-0.1146
ENSMUSG00000012396	-0.3604	-0.4695	-0.9215	0.2692	-0.2214	0.3337
ENSMUSG00000012405	0.2323	-0.6874	0.6392	-0.2920	0.3892	0.4299
ENSMUSG00000012519	0.3828	-0.0791	-0.1749	0.2362	-0.1012	0.6292
ENSMUSG00000012848	0.4060	-1.0538	0.1191	-0.7894	0.2024	0.1670
ENSMUSG00000013076	-0.1332	-0.7980	0.0221	0.0676	-0.1906	-0.0608
ENSMUSG00000013418	-0.3302	0.0667	0.5874	-0.2295	0.0186	-0.6974
ENSMUSG00000013584	-0.4691	0.0264	-0.1576	-0.4511	0.1842	0.1612
ENSMUSG00000013593	-0.2329	-0.0756	0.2872	-0.4261	-0.1973	0.1283
ENSMUSG00000013833	-0.0103	0.2320	-0.5626	0.6006	-0.1760	0.4710
ENSMUSG00000013846	-0.0315	-0.1709	-0.0141	-0.3578	-0.1657	-0.2380
ENSMUSG00000014294	0.1739	0.5999	-0.2551	0.6392	-0.3101	-0.2295
ENSMUSG00000014349	-0.1865	-0.6718	0.6077	0.8280	-0.6859	-0.3572
ENSMUSG00000014504	-0.4129	0.2643	-0.0936	-0.1423	-0.2916	0.1834
ENSMUSG00000014550	0.2142	-0.8084	-0.3679	-0.2268	0.0315	0.3390
ENSMUSG00000014767	0.3924	-0.2593	0.4633	0.4674	0.3094	0.3252
ENSMUSG00000014776	-0.3256	-0.5835	0.2113	0.1804	0.8679	-0.0888
ENSMUSG00000014852	0.0232	-0.2779	-0.5278	-0.6537	0.0510	-0.5719
ENSMUSG00000015023	-0.0116	0.7527	0.2930	0.5365	-0.1856	0.5639
ENSMUSG00000015143	0.0560	0.2193	-0.8973	-0.1149	-0.1976	0.3613
ENSMUSG00000015290	0.1728	-0.6561	0.1966	0.2968	0.3213	0.2352
ENSMUSG00000015337	-0.3215	0.0964	0.2070	0.1394	-0.4715	-0.3010
ENSMUSG00000015474	-0.0585	0.2761	-0.0158	0.4127	-0.2555	0.3350
ENSMUSG00000015533	-0.0967	0.5787	-0.4934	0.2845	-0.2988	-0.1064
ENSMUSG00000015652	-0.2711	0.5875	-1.0903	-0.8705	-0.1305	-1.1867
ENSMUSG00000015714	-1.1036	-1.4959	-1.4440	-1.1929	-1.7166	-2.9058
ENSMUSG00000015733	0.1297	0.0953	0.4424	0.1789	-0.4229	0.2197
ENSMUSG00000015755	0.3544	0.0980	0.5250	0.2742	-0.1690	-0.4014
ENSMUSG00000015812	0.3659	0.2185	-0.5135	0.4601	-0.0569	-0.1715
ENSMUSG00000015829	0.5471	-1.0808	0.0527	0.3665	0.1676	-0.3457
ENSMUSG00000015839	-0.6790	-0.2194	-0.4355	0.0717	-0.0820	0.1147
ENSMUSG00000015843	-0.4525	-0.3444	0.5119	0.3756	0.1561	0.1908
ENSMUSG00000015846	0.0879	-0.5321	0.1183	0.6547	0.4625	0.3776
ENSMUSG00000015889	0.2469	0.3516	0.1607	0.2104	-0.4326	0.1499
ENSMUSG00000015957	0.1788	0.5329	-0.5774	0.1156	-0.1139	0.0797
ENSMUSG00000015961	-0.0398	0.1845	-0.4599	0.2327	-0.6472	-1.0199
ENSMUSG00000015966	-0.1452	0.4161	0.0107	0.0922	0.3483	0.7421
ENSMUSG00000015994	-0.6584	-0.0373	0.2736	0.0230	0.7721	0.0030
ENSMUSG00000016179	0.2078	0.1011	-0.1133	-0.2750	-0.1870	-0.3589
ENSMUSG00000016252	-1.2072	-0.7524	-0.9657	-1.3092	-1.2585	-1.2959
ENSMUSG00000016283	-0.0431	-0.3849	-0.4520	-0.4779	0.1511	-0.4179
ENSMUSG00000016534	0.1890	-0.1808	-0.6440	-1.1850	-0.7910	-1.7127
ENSMUSG00000016756	0.8080	0.8060	1.4270	1.8522	2.2577	1.8426
ENSMUSG00000016758	-0.6798	-0.0271	-0.4352	0.3150	-0.1239	0.0810
ENSMUSG00000016833	0.4889	0.3943	0.1284	-0.0358	-0.1582	-0.1584
ENSMUSG00000016982	0.3524	-0.3049	0.2522	-0.1536	-0.3558	-0.4793
ENSMUSG00000017064	-0.1342	0.4989	0.5191	1.3308	1.2334	1.7645
ENSMUSG00000017119	-0.0349	0.3057	-0.1009	0.0367	0.3575	-0.1581
ENSMUSG00000017146	0.2417	-0.1477	0.5936	0.6422	-0.7425	-0.0732
ENSMUSG00000017188	0.1206	-0.4249	0.4271	-0.0489	0.1654	-0.5347
ENSMUSG00000017221	-0.3081	-0.2661	-0.6843	-0.2392	-0.0927	-0.8154
ENSMUSG00000017264	-0.0661	0.4169	-0.1069	0.0490	0.1275	-0.5155
ENSMUSG00000017311	-0.0970	-0.4100	0.4466	0.3334	-0.2020	0.6071
ENSMUSG00000017344	-0.0889	0.1577	0.3731	0.5849	0.0701	0.8008
ENSMUSG00000017386	0.2187	-0.3582	0.8417	0.0782	-0.6010	-0.3951
ENSMUSG00000017412	0.1164	-0.6690	-0.1652	0.3662	-0.0461	0.0911
ENSMUSG00000017639	0.0516	-0.6364	0.4888	0.5118	-0.7538	0.0506
ENSMUSG00000017670	0.0361	-0.1838	0.2545	-0.3928	0.3792	0.4731
ENSMUSG00000017697	0.3847	-0.0016	0.5080	-0.4901	0.1676	0.1952
ENSMUSG00000017707	0.4865	0.1076	0.0051	0.7952	-0.6943	-0.0910
ENSMUSG00000017718	-0.9218	0.2469	0.0787	-0.7534	0.2618	-0.7468
ENSMUSG00000017740	-0.2002	0.2261	-0.1003	-0.3533	0.2707	-0.5785
ENSMUSG00000017756	-0.5530	-0.3610	0.5096	-0.2889	-0.1707	-0.3012
ENSMUSG00000017861	-0.0673	0.5924	0.9190	-0.4174	-0.4113	0.5252
ENSMUSG00000017868	-0.4012	-0.6907	-0.1985	0.4553	-0.2408	0.8711
ENSMUSG00000018012	-0.2498	0.9879	-0.0164	-0.6047	0.3397	0.4765
ENSMUSG00000018040	0.2136	1.0071	-0.4064	-0.0838	0.8452	0.2987
ENSMUSG00000018102	0.3643	-0.0885	0.0734	-0.0456	0.0623	0.7451
ENSMUSG00000018167	0.7090	-0.1668	-0.3031	0.2026	-0.3045	-0.0918
ENSMUSG00000018171	-0.0017	0.4026	-0.0152	-0.2694	0.1298	-0.2891
ENSMUSG00000018199	0.8263	-0.1158	0.6709	-0.7033	0.8209	0.3566
ENSMUSG00000018217	-0.2497	0.0788	-0.1534	0.0231	-0.0359	-0.5873
ENSMUSG00000018286	-0.3654	0.1102	0.0135	-0.2229	-0.4636	0.3221
ENSMUSG00000018293	0.4176	-0.0444	0.6732	-0.0285	0.1787	0.4787
ENSMUSG00000018341	0.7210	-0.6625	-0.0477	0.0849	0.0051	0.0608
ENSMUSG00000018363	0.5775	-0.1420	0.0132	0.1788	-0.7448	0.5222
ENSMUSG00000018398	-1.2217	-0.8435	-0.7583	-0.5142	-2.1903	-1.0199
ENSMUSG00000018442	-0.5433	-0.1579	0.7103	-0.0010	0.0453	-0.0729
ENSMUSG00000018474	0.5213	0.0798	0.1293	-0.0292	-0.4564	0.0734
ENSMUSG00000018486	-0.2547	0.0316	-0.6513	-0.1607	1.0326	-0.3502
ENSMUSG00000018500	-0.3039	-0.0991	0.2831	0.4143	0.3868	-0.2215
ENSMUSG00000018547	-0.2808	0.0908	0.0386	-0.0777	-0.7161	0.3574
ENSMUSG00000018548	0.1618	-0.3883	-0.1148	-0.2389	-0.0328	0.2095
ENSMUSG00000018566	-0.1237	-0.6978	-0.8499	-0.8301	-0.3300	-0.9261
ENSMUSG00000018574	-0.6174	-0.0906	-0.2137	0.5739	0.8390	0.1726
ENSMUSG00000018623	-0.1532	0.1059	0.0095	-0.7740	-0.2143	0.8790
ENSMUSG00000018659	0.6232	0.3447	0.2000	-0.4118	-0.6463	0.1817
ENSMUSG00000018774	0.1420	-0.5128	0.0340	0.3283	0.5940	-0.2466
ENSMUSG00000018819	-0.1915	-0.3400	-0.2459	-0.5361	0.2009	0.2510
ENSMUSG00000018820	1.0150	0.2169	0.9210	1.2388	1.3467	1.6357
ENSMUSG00000018830	-0.0072	0.0245	-0.2064	0.6502	-0.0177	-0.2622
ENSMUSG00000018849	-0.1924	0.4558	-0.3605	-0.6521	0.5207	-0.9233
ENSMUSG00000018882	0.9469	1.0375	1.2302	-0.0334	1.0961	1.8605
ENSMUSG00000018899	0.1710	0.7144	0.3355	-0.4968	-0.0512	0.1778
ENSMUSG00000018909	0.2548	-0.4832	0.2724	-0.5109	0.0423	-0.5846
ENSMUSG00000018920	0.7722	0.0215	-0.6508	0.2411	0.4386	-0.2489
ENSMUSG00000018927	-0.0155	0.0166	-0.3211	-0.4392	0.0659	0.5251
ENSMUSG00000018983	-0.0019	0.2010	0.1098	-0.7198	-0.1562	-0.4271
ENSMUSG00000018995	1.5418	1.0800	1.0942	0.2768	2.0505	2.0440
ENSMUSG00000019087	-0.7352	0.4881	-0.5775	0.3177	0.5124	0.0022
ENSMUSG00000019173	0.1597	-0.6040	-0.3952	0.3733	0.1153	0.2180
ENSMUSG00000019194	-0.3955	0.1653	0.5962	0.0305	-0.1510	0.6956
ENSMUSG00000019256	0.3990	-0.1537	-0.2729	0.4373	0.5521	-0.4552
ENSMUSG00000019261	-0.4474	-0.1975	-0.7496	0.3860	0.9091	-0.9365
ENSMUSG00000019301	-0.1741	-0.0418	-0.0489	-0.2580	0.4443	0.3373
ENSMUSG00000019302	-0.2373	-0.4046	-0.4152	-0.1530	-0.2675	0.3885
ENSMUSG00000019470	-0.0301	-0.3306	-0.0137	-0.0294	0.6612	0.5566
ENSMUSG00000019478	-0.0960	-0.3148	-0.0472	-0.2998	-0.2045	-0.4301
ENSMUSG00000019528	0.0958	0.1312	0.7875	0.5406	0.2615	0.4508
ENSMUSG00000019659	0.0170	0.3884	0.3959	0.1775	0.0016	-0.1135
ENSMUSG00000019715	0.2606	-0.8664	0.0108	0.3430	0.1668	-0.1404
ENSMUSG00000019773	-0.4551	0.4331	-0.2029	-0.3793	-0.8995	0.2214
ENSMUSG00000019809	0.2632	0.2409	0.4523	0.1298	-0.0719	0.1600
ENSMUSG00000019810	-0.6928	-0.8737	-0.2055	0.1942	-0.1171	0.4512
ENSMUSG00000019822	0.8143	0.7522	1.8994	2.2717	1.3558	1.1885
