#geneID	T00h	T02h	T06h	T12h	T18h	T24h
ENSMUSG00000006469	0.4859	-0.6212	0.0873	0.1495	0.0347	-0.7607
ENSMUSG00000006599	0.3904	0.1790	-0.6719	-0.2499	-0.3107	0.0128
ENSMUSG00000006649	-0.9189	-0.1269	-0.7863	-0.2074	-0.4720	0.6383
ENSMUSG00000006724	0.4958	-0.0429	-0.1468	0.2359	0.1939	0.5135
ENSMUSG00000007036	-0.0815	-0.6082	-0.1320	0.0476	0.1741	-0.2305
ENSMUSG00000007050	-0.3822	-0.2216	-0.6931	-0.2234	0.0949	0.0952
ENSMUSG00000007613	-0.3331	0.4281	0.0890	-0.1047	0.1847	-0.1167
ENSMUSG00000007646	-0.0428	0.2618	-0.1160	0.4761	-0.2995	0.0069
ENSMUSG00000007655	0.0445	-0.3071	0.1680	0.2846	-0.4458	-0.2377
ENSMUSG00000007659	0.1911	0.0463	-0.0456	0.1096	-0.1269	-0.1739
ENSMUSG00000008348	-0.5175	-0.2110	0.2114	-0.0965	-0.7347	-0.0052
ENSMUSG00000009108	0.2526	-0.3229	-0.2780	-0.1244	-0.6753	-0.4573
ENSMUSG00000009292	-0.4383	0.0111	0.0213	-0.1728	-0.7336	0.1032
ENSMUSG00000009406	-0.0825	-0.0264	-0.2946	-0.1530	0.0798	0.3421
ENSMUSG00000009640	-0.2872	-0.1596	-0.4138	0.5581	-0.2672	-0.5680
ENSMUSG00000009863	-0.2893	-0.3587	0.0155	-0.0346	0.2668	0.0129
ENSMUSG00000010663	0.0509	0.0917	-0.0004	-0.3406	-0.3017	0.2872
ENSMUSG00000010914	0.1641	-0.2314	0.0189	0.1997	0.1458	0.3091
ENSMUSG00000012117	0.7430	-0.5763	-0.3552	-0.3928	-0.0144	-0.0847
ENSMUSG00000012296	0.1048	0.3865	0.1578	0.5434	-0.1330	0.0461
ENSMUSG00000013629	-0.4621	0.2011	-0.3280	-0.3017	0.3900	0.0232
ENSMUSG00000014226	-0.4323	0.3050	-0.1064	0.1378	0.2172	0.4226
ENSMUSG00000015016	-0.4986	0.2538	0.2372	-0.2224	-0.0155	-0.0340
ENSMUSG00000015083	0.0007	-0.2515	-0.2343	0.1025	-0.2598	0.7166
ENSMUSG00000015120	0.2014	-0.0760	0.0707	0.0338	0.1404	0.3324
ENSMUSG00000015340	-0.0022	0.3548	-0.1853	-0.1929	-0.4300	0.3191
ENSMUSG00000015437	0.2135	-0.2277	-0.2949	-0.4739	0.0065	0.1781
ENSMUSG00000015671	0.4181	-0.1371	-0.1812	-0.1513	0.2639	-0.4852
ENSMUSG00000015806	0.1257	-0.1430	-0.0921	-0.3506	-0.6519	-0.0367
ENSMUSG00000015957	-0.2649	0.0718	-0.2673	0.4804	-0.1215	0.0489
ENSMUSG00000015968	-0.3522	-0.2433	-0.0556	-0.1476	0.5060	0.2349
ENSMUSG00000016087	0.9658	-0.2959	-0.1749	-0.2623	0.1085	-0.0987
ENSMUSG00000016179	-0.2898	0.2312	0.2641	-0.5266	-0.6561	0.3540
ENSMUSG00000016206	-0.1157	0.2575	-0.0486	-0.5828	0.1206	0.3424
ENSMUSG00000016256	0.2029	0.0509	0.1586	0.4438	-0.7540	-0.3637
ENSMUSG00000016559	0.0016	0.1362	0.1877	-0.5053	-0.1879	0.0550
ENSMUSG00000016833	-1.0179	-0.0266	0.1000	0.5640	-0.1719	0.3830
ENSMUSG00000017307	0.8061	0.4672	1.0861	1.3611	1.7087	1.8720
ENSMUSG00000017316	0.1476	-0.4458	0.1739	0.3314	0.1223	-0.1572
ENSMUSG00000017428	0.1852	0.2858	0.2646	-0.5667	0.3609	0.1948
ENSMUSG00000017969	0.7921	-0.2914	-0.0211	0.5658	0.1971	0.1536
ENSMUSG00000018076	0.3780	-0.0415	0.3309	-0.1015	0.1926	0.3290
ENSMUSG00000018166	-0.1592	-0.1110	0.1824	0.3436	0.3642	-0.5668
ENSMUSG00000018500	0.7144	0.0509	0.4669	-0.1357	-0.5256	0.0721
ENSMUSG00000018574	0.0058	0.3352	-0.2341	0.3235	0.4124	0.1931
ENSMUSG00000018604	0.1793	-0.3643	-0.1678	0.1878	0.1953	0.4084
ENSMUSG00000018634	-0.3989	0.5915	-0.3722	-0.3606	0.2727	-0.4147
ENSMUSG00000018707	-0.0899	-0.4022	-0.3804	-0.1458	-0.5700	-0.3785
ENSMUSG00000018849	-0.1154	0.4512	0.0877	0.6493	-0.0825	-0.0692
ENSMUSG00000018882	-0.1960	-0.0076	0.1234	0.2680	0.1828	0.2644
ENSMUSG00000018932	0.5538	-0.0187	0.0205	-0.3921	-0.6080	-0.5107
ENSMUSG00000019055	-0.0739	-0.4160	0.2970	-0.2531	-0.1666	0.3373
ENSMUSG00000019210	-0.2137	-0.1377	-0.3211	-0.3634	0.8512	0.2774
ENSMUSG00000019256	0.1932	0.3021	-0.0080	-0.0243	0.0906	0.2423
ENSMUSG00000019261	-0.1729	-0.1255	0.1191	-0.3517	0.0288	-0.1250
ENSMUSG00000019301	0.3143	0.6214	-0.1573	0.1281	-0.4106	0.3531
ENSMUSG00000019489	-0.7462	-0.8045	-0.7624	-0.7501	-0.8782	-1.2997
ENSMUSG00000019718	0.0234	0.1878	-0.2072	0.5080	-0.0338	0.0263
ENSMUSG00000019738	-0.0095	-0.9477	0.2535	-0.0105	0.1450	0.0098
ENSMUSG00000019822	0.7510	0.3624	1.3097	2.0463	0.7679	1.8792
ENSMUSG00000019828	-0.7827	-0.2845	0.1425	-0.2747	-0.5844	-0.5261
ENSMUSG00000019831	0.4041	-0.5158	0.0690	-0.3075	-0.0840	0.2208
ENSMUSG00000019916	0.1439	0.1404	-0.3642	0.2886	0.6903	-0.2483
ENSMUSG00000019944	-0.2324	0.1974	0.1684	0.0653	-0.2330	0.0795
ENSMUSG00000020027	-0.2908	0.1748	0.0673	0.1200	0.5513	-0.8227
ENSMUSG00000020090	0.4080	0.5880	0.4392	0.6437	-0.3476	0.0800
ENSMUSG00000020097	-1.0733	-1.0284	-0.9905	-0.9775	-2.0552	-1.6414
ENSMUSG00000020107	-0.6840	-0.4257	-1.1444	-0.4572	0.6008	0.1755
ENSMUSG00000020140	-0.2882	0.0854	-0.0505	0.2982	-0.3115	0.2944
ENSMUSG00000020150	-0.6226	0.0649	-0.0967	-0.0625	-0.5625	0.1467
ENSMUSG00000020151	-0.3931	-0.3895	-0.4702	-0.1867	0.2243	-0.2606
ENSMUSG00000020241	-0.4387	-0.2665	-0.2794	0.6279	0.2836	0.1428
ENSMUSG00000020248	-0.2780	0.2108	0.4591	0.3483	-0.0216	-0.0097
ENSMUSG00000020272	-0.7605	-0.1250	-0.1789	0.3844	0.7070	0.1100
ENSMUSG00000020334	1.0289	-0.1119	0.2640	0.1325	-0.2269	-0.4206
ENSMUSG00000020354	-0.1782	-0.2397	-0.3548	0.2483	0.3254	0.5744
ENSMUSG00000020357	0.5283	0.4131	0.2274	0.1546	0.3531	-0.1699
ENSMUSG00000020361	-0.1365	-0.1330	0.0169	-0.0601	-0.1130	-0.0807
ENSMUSG00000020383	-0.1387	-0.2798	0.1522	-0.3308	0.0504	-0.2455
ENSMUSG00000020386	-0.6845	-0.0381	-0.4428	-0.0753	0.1302	-0.1109
ENSMUSG00000020399	0.1030	-0.1622	-0.3677	0.4943	0.1733	-0.1658
ENSMUSG00000020463	0.7720	-0.4938	0.0335	0.0415	-0.1347	-0.1418
ENSMUSG00000020474	0.1550	-0.2112	-0.5945	0.3689	-0.2516	0.6010
ENSMUSG00000020477	0.4172	-0.1420	-0.3377	0.2550	0.4626	-0.4890
ENSMUSG00000020483	-0.4859	-0.1888	0.1553	-0.1683	-0.0633	0.3840
ENSMUSG00000020485	-0.1133	0.0301	0.0486	-0.5682	0.0181	0.1512
ENSMUSG00000020705	0.6685	-0.5092	0.3981	-0.2325	0.0767	-0.2379
ENSMUSG00000020713	0.3235	0.4640	-0.0840	0.2354	0.5173	0.0279
ENSMUSG00000020733	-0.0571	0.2848	0.2347	-0.1436	0.2084	-0.0156
ENSMUSG00000020777	-0.0296	0.0691	-0.0867	-0.0332	0.8184	-0.5353
ENSMUSG00000020782	-0.2700	-0.0617	-0.0716	-0.0377	-0.0327	-0.2912
ENSMUSG00000020788	0.3761	0.5220	0.2860	1.3578	0.9381	1.0126
ENSMUSG00000020849	-0.1853	0.0832	-0.0561	0.0070	0.1286	0.1438
ENSMUSG00000020884	-0.3225	-0.1488	0.5110	0.2616	0.0023	-0.5564
ENSMUSG00000020897	-0.1806	0.6113	0.7980	0.0382	0.6276	0.0237
ENSMUSG00000020914	0.4928	0.2439	0.6283	0.2286	-0.1136	0.2339
ENSMUSG00000020916	0.8579	1.0324	1.1076	0.7958	0.9374	1.2401
ENSMUSG00000020929	-0.2539	-0.3118	-0.1711	0.7146	0.0359	-0.3529
ENSMUSG00000020937	-0.3930	-0.1025	-0.4202	0.3612	0.1126	0.3163
ENSMUSG00000020950	0.3205	-0.1262	0.1225	0.3363	0.1633	0.2969
ENSMUSG00000021039	0.6199	0.8549	1.3165	1.1878	1.4897	1.6203
ENSMUSG00000021051	0.4826	0.9329	1.1744	1.5134	1.6507	1.2754
ENSMUSG00000021108	-0.4255	-0.9999	-1.1343	-0.6807	-1.2600	-1.0570
ENSMUSG00000021112	0.8407	-0.2475	-0.3393	0.2841	-0.0326	-0.4645
ENSMUSG00000021178	0.3994	-0.0490	0.3694	0.2020	0.5766	-0.4302
ENSMUSG00000021196	0.2292	0.1504	-0.5231	-0.2581	0.5511	0.4186
ENSMUSG00000021207	-0.1838	-0.0831	0.0695	0.1142	-0.0647	-0.3522
ENSMUSG00000021235	0.2721	0.5763	-0.2695	0.1716	0.2872	-0.0715
ENSMUSG00000021240	-0.5413	-1.0918	-0.9133	-1.5752	-1.5634	-1.2633
ENSMUSG00000021270	0.1742	0.5980	-0.1257	0.0143	0.2766	-0.1770
ENSMUSG00000021294	-0.2800	-0.2281	0.0677	-0.2114	-0.4310	0.4866
ENSMUSG00000021403	-0.4219	0.2985	-0.6277	0.1996	-0.2549	-0.2126
ENSMUSG00000021404	-0.2000	0.0023	-0.3651	0.5308	0.2926	-0.0603
ENSMUSG00000021546	-0.4597	0.3637	0.3398	0.3549	-0.1892	-0.3715
ENSMUSG00000021620	-0.4192	0.5008	-0.0618	0.0126	-0.5635	-0.1994
ENSMUSG00000021646	0.5247	0.4592	-0.1441	-0.4411	-0.0998	0.1318
ENSMUSG00000021662	-0.2879	-0.4226	0.3058	0.1853	0.1321	-0.1907
ENSMUSG00000021670	-0.1424	-0.1707	0.0590	-0.4856	-0.0836	0.0749
ENSMUSG00000021703	-0.1795	0.0316	-0.7189	-0.5345	0.8975	-0.4351
ENSMUSG00000021721	-0.1516	-0.0522	0.1402	0.0656	-0.4923	-0.4936
ENSMUSG00000021764	0.3230	0.1923	-0.4371	-0.2794	0.3190	0.0973
ENSMUSG00000021786	0.0814	-0.7634	0.3076	0.3052	0.0472	-0.0719
ENSMUSG00000021868	0.3947	0.2324	-0.2751	0.4765	0.2503	-0.5178
ENSMUSG00000021927	0.0063	0.0826	-0.1825	-0.0344	-0.2320	-0.3376
ENSMUSG00000021929	0.1783	-0.2159	-0.3541	-0.3979	0.1175	0.1325
ENSMUSG00000021939	-0.1187	-0.0717	0.2372	-0.3903	-0.2654	0.2433
ENSMUSG00000021952	0.1059	-0.1127	0.2971	0.1702	0.8143	-0.5308
ENSMUSG00000021957	-0.1160	0.5111	-0.1009	0.4006	-0.1245	0.0965
ENSMUSG00000021990	0.0555	0.3325	-0.5385	0.0394	0.2481	0.7860
ENSMUSG00000021994	-0.3157	-0.2051	-0.5974	-0.5280	-0.0565	0.2136
ENSMUSG00000021996	-0.4976	-0.4903	-0.3072	-0.3961	-0.0326	0.3658
ENSMUSG00000022024	-0.1170	0.8365	0.1579	0.2813	0.3318	-0.6654
ENSMUSG00000022034	0.0550	0.2676	0.3088	-0.0420	-0.0826	0.5924
ENSMUSG00000022040	1.0242	1.4094	1.6578	1.6116	1.7942	1.0219
ENSMUSG00000022048	-0.1183	0.3766	0.2739	0.4619	-0.4063	0.1130
ENSMUSG00000022061	0.0911	-0.3826	-0.2702	-0.3254	0.1274	0.2231
ENSMUSG00000022092	0.3015	0.1621	0.0351	-0.3394	0.1091	-0.3506
ENSMUSG00000022126	0.3085	-0.1382	-0.4403	-0.4329	-0.1116	-0.2343
ENSMUSG00000022136	0.3562	0.1167	-0.3041	-0.5445	-0.8273	0.2877
ENSMUSG00000022148	0.0049	0.1609	-0.1249	-0.1927	-0.0366	-0.1494
ENSMUSG00000022231	0.2413	0.1257	0.6823	0.4579	-0.5532	-0.1145
ENSMUSG00000022253	0.0509	0.2631	0.3495	0.4549	-0.2080	0.3922
ENSMUSG00000022346	-0.0051	0.0588	0.1303	-0.6428	-0.4959	-0.2621
ENSMUSG00000022371	0.1509	0.1411	-0.4609	-0.0311	-0.1391	-0.6333
ENSMUSG00000022382	-0.1152	-0.0214	-0.1546	-0.3781	-0.4054	-0.3105
ENSMUSG00000022419	0.0156	-0.6425	-0.1082	-0.1140	-0.1766	-0.2521
ENSMUSG00000022425	-0.5667	0.2315	-0.1913	0.4481	-0.8343	0.8329
ENSMUSG00000022428	0.0400	0.3551	-0.1264	0.2329	0.1827	0.3472
ENSMUSG00000022476	0.6053	-0.1776	0.1286	-0.0269	0.0292	0.2590
ENSMUSG00000022496	0.6455	-0.3103	0.6283	-0.0180	-0.4528	0.0044
ENSMUSG00000022551	0.4256	-0.1351	0.7819	-0.6038	0.0254	0.0965
ENSMUSG00000022637	0.3168	0.1022	-0.4520	0.4139	0.6783	-0.0896
ENSMUSG00000022672	-0.1436	0.6230	-0.5443	-0.1970	-0.2858	-0.1799
ENSMUSG00000022676	0.3627	-0.0660	-0.1798	-0.6539	0.0247	-0.5860
ENSMUSG00000022751	-0.8304	-0.0666	-0.0271	-0.2141	-0.3226	-0.1491
ENSMUSG00000022765	-0.1734	-0.2149	-0.3110	-0.2068	0.1245	0.0450
ENSMUSG00000022781	-0.6079	0.2527	0.1021	-0.3866	0.3455	0.1025
ENSMUSG00000022814	-0.3280	-0.5188	-0.0951	-0.2295	0.2168	0.0618
ENSMUSG00000022828	0.0148	0.5076	-0.0519	0.3036	-0.1370	-0.4680
ENSMUSG00000022847	0.0549	0.2808	0.2977	-0.1336	0.0835	-0.3577
ENSMUSG00000022861	0.0285	-0.1255	0.1749	-0.5778	-0.4752	0.0772
ENSMUSG00000022905	0.3955	0.3800	0.1529	-0.5143	-0.5895	0.7523
ENSMUSG00000022935	-0.2798	-0.2867	-0.0594	-0.1231	0.0093	-0.2629
ENSMUSG00000022940	-0.3395	0.2456	-0.2344	0.3918	-0.1826	0.1601
ENSMUSG00000022951	-0.0275	0.0486	-0.1782	0.0987	-0.3713	0.0735
ENSMUSG00000022996	0.0921	-0.0872	-0.0225	-0.3374	-0.2452	0.2929
ENSMUSG00000023020	0.0588	0.0309	-0.9315	0.2619	0.6782	-0.1483
ENSMUSG00000023027	-0.3102	-0.0163	0.5976	-0.4687	0.4448	-0.2353
ENSMUSG00000023073	0.3650	0.3238	-0.1691	0.4127	0.0506	-0.2389
ENSMUSG00000023083	-0.0901	-0.1133	0.2032	0.4265	-0.1244	0.4332
ENSMUSG00000023169	-0.1192	0.3072	0.0853	-0.6556	0.2759	-0.3682
ENSMUSG00000023192	0.6926	1.0304	0.7666	0.8162	1.0020	1.2275
ENSMUSG00000023235	0.0723	-0.2128	0.6707	0.8566	-0.3059	0.2053
ENSMUSG00000023259	0.0691	0.0789	-0.2696	0.3404	-0.3752	-0.5363
ENSMUSG00000023353	0.0018	0.3184	0.0878	-0.2731	-0.2824	0.1941
ENSMUSG00000023827	-0.1689	0.6750	0.0352	0.4991	-0.3568	0.2309
ENSMUSG00000023845	0.8617	0.4924	1.8189	1.1969	1.4016	1.3129
ENSMUSG00000023921	-0.6424	-0.0674	0.2397	0.2485	-0.2192	-0.0199
ENSMUSG00000023979	-0.2460	-0.3376	0.2711	0.1963	0.5022	0.2666
ENSMUSG00000023990	0.3314	-0.5364	-0.3173	-0.0930	-0.6552	0.6704
ENSMUSG00000024027	0.2647	0.1983	-0.0477	-0.1220	0.1663	0.0069
ENSMUSG00000024039	-0.2230	0.1018	0.5793	-0.3092	-0.1881	0.2905
ENSMUSG00000024044	-0.5131	0.2520	0.3663	-0.0573	-0.8292	0.4378
ENSMUSG00000024073	-0.4763	-0.2102	-0.2786	0.1099	-0.4469	0.0196
ENSMUSG00000024096	0.2431	-0.5904	-0.5061	0.5075	-0.1977	-0.3037
ENSMUSG00000024109	0.5095	-0.2214	-0.1958	0.4431	0.1085	0.0809
ENSMUSG00000024131	-0.7953	-1.1751	-0.6467	-1.5068	-0.9747	-1.4154
ENSMUSG00000024164	0.8098	-0.1445	-0.3753	-0.0883	-0.2267	-0.2684
ENSMUSG00000024209	-0.0402	0.0924	-0.6225	-0.5050	-0.1821	0.2773
ENSMUSG00000024210	-0.3416	-0.0699	-0.4736	-0.0270	0.2524	-0.3097
ENSMUSG00000024241	-0.4682	0.4703	-0.9066	0.3438	-0.0538	-0.0782
ENSMUSG00000024287	0.3426	0.4745	0.1624	0.3223	0.2224	-0.2526
ENSMUSG00000024294	0.0051	0.3476	0.0323	0.3563	-0.2738	0.1369
ENSMUSG00000024327	0.1893	0.4357	-0.3638	0.0506	-0.0215	0.1478
ENSMUSG00000024382	-0.0832	0.3142	0.0008	-1.1702	0.6543	0.2505
ENSMUSG00000024392	-0.6134	0.4258	0.2614	-0.2956	0.2771	0.5987
ENSMUSG00000024400	0.0169	-0.4142	0.5707	-0.4050	0.0158	-0.1508
ENSMUSG00000024401	-0.5614	-0.3436	-0.2555	0.2522	0.0571	0.1822
ENSMUSG00000024406	0.2366	-0.4829	0.3413	-0.1783	-0.3166	0.4548
ENSMUSG00000024448	0.5783	-0.1683	-0.0185	0.0060	0.1479	0.2334
ENSMUSG00000024462	-0.2393	0.0015	-0.4251	0.2639	-0.4408	0.4240
ENSMUSG00000024471	-0.2945	-0.2454	0.0116	0.5729	-0.6630	0.0719
ENSMUSG00000024558	0.5454	-0.0611	0.3036	0.6644	0.2671	-0.1385
ENSMUSG00000024587	-0.6694	-0.7424	-0.9807	-0.9258	-1.4835	-1.5547
ENSMUSG00000024597	0.6691	0.0803	-0.0104	0.4548	0.5201	-0.0723
ENSMUSG00000024683	0.1151	0.0409	-0.3510	-0.1824	0.1543	0.0924
ENSMUSG00000024727	-1.0973	-0.4928	-0.0058	-0.3854	-0.2393	-0.1901
ENSMUSG00000024742	0.2588	-0.1039	0.0222	0.2580	0.0170	-0.0737
ENSMUSG00000024853	-0.2768	-0.2376	-0.2504	0.5432	-0.4464	-0.1226
ENSMUSG00000024856	-0.2807	-0.4275	-0.5876	0.0679	0.2944	0.8703
ENSMUSG00000024892	0.5443	0.3426	0.0503	-0.1516	0.7694	-0.0896
ENSMUSG00000024896	0.3716	0.7350	0.7371	-0.2068	-0.3562	0.1264
ENSMUSG00000024899	0.0117	-0.2676	0.2290	0.3697	-0.2577	-0.3052
ENSMUSG00000024921	0.6874	-0.1090	-0.2463	-0.0958	0.0985	-0.1606
ENSMUSG00000024924	-0.3033	0.2042	-0.4801	-0.4207	-0.3114	-0.2299
ENSMUSG00000024975	-0.0551	-0.2967	-0.1641	0.1137	-0.0830	0.1543
ENSMUSG00000024981	0.1559	-0.2057	0.3304	0.2667	0.1539	-0.2499
ENSMUSG00000024992	-0.3021	0.1096	-0.6389	-0.7660	0.0747	0.7263
ENSMUSG00000025003	-0.1506	-0.2516	-0.2012	-0.4094	0.0812	0.2602
ENSMUSG00000025049	-0.3895	0.1445	-0.1109	-0.0593	-0.0418	-0.2956
ENSMUSG00000025069	-0.0074	0.1371	0.2006	-0.4908	0.4260	0.3676
ENSMUSG00000025127	0.0091	0.3345	-0.2119	-0.6020	0.1713	-0.0831
ENSMUSG00000025142	0.1178	0.0851	0.1060	-0.1895	-0.0645	-0.1693
ENSMUSG00000025153	-0.5176	-0.1254	-0.3984	0.3708	-0.0882	0.1679
ENSMUSG00000025161	0.3308	-0.3252	-0.1076	-0.3065	-0.1887	0.7060
ENSMUSG00000025219	-0.4889	0.0069	0.0758	0.2046	-0.1976	-0.1726
ENSMUSG00000025246	-0.4340	0.2786	0.5213	-0.5872	-0.2694	-0.2024
ENSMUSG00000025260	1.3612	0.6832	1.0340	1.2264	0.6031	1.1581
ENSMUSG00000025278	0.3911	-0.6883	-0.1039	-0.0354	-0.1240	0.4201
ENSMUSG00000025326	0.6703	0.0295	-0.0017	-0.4757	-0.6149	0.1470
ENSMUSG00000025401	-0.5342	0.3295	-0.0670	0.0098	0.1392	-0.1382
ENSMUSG00000025499	0.5393	-0.0948	0.2495	0.5291	-0.0537	0.2281
ENSMUSG00000025739	-0.2237	-0.2117	0.4563	-0.1026	-0.0041	-0.6254
ENSMUSG00000025746	0.1245	0.2200	0.4483	-0.3416	-0.8503	0.8011
ENSMUSG00000025785	0.1099	-0.2981	0.1163	-0.3616	0.2737	-0.2284
ENSMUSG00000025878	-0.2293	0.7735	-0.0255	-0.0144	-0.1884	-0.1129
ENSMUSG00000025887	0.1765	-0.0476	0.1263	-0.4534	0.0193	-0.2727
ENSMUSG00000025892	-0.1869	0.4387	-0.1673	-0.2437	-0.8774	-0.7461
ENSMUSG00000025993	-0.2847	0.1060	-0.0299	0.2197	0.4353	0.1964
ENSMUSG00000026102	-0.3550	0.5837	0.1731	0.3314	-0.3281	-0.0212
ENSMUSG00000026141	-0.3898	-0.8830	-0.0026	-0.0287	0.2989	-0.3041
ENSMUSG00000026170	-0.0943	0.2717	-0.0168	0.2313	0.1038	0.8778
ENSMUSG00000026180	-0.1878	0.2391	0.9424	0.0717	0.0118	-0.2487
ENSMUSG00000026189	0.3636	0.7786	0.3801	0.7168	0.3942	-0.4423
ENSMUSG00000026198	0.6253	0.4536	0.6749	0.6641	1.4610	1.4968
ENSMUSG00000026203	0.1256	0.1331	-0.7661	0.4193	-0.1154	-0.5223
ENSMUSG00000026237	-0.1705	0.2665	-0.7269	0.1537	-0.3227	-0.3664
ENSMUSG00000026245	-0.1583	-0.8373	0.2687	-0.1566	0.3685	0.3730
ENSMUSG00000026260	1.0648	0.7690	0.8038	0.8003	1.2901	1.2289
ENSMUSG00000026304	-0.2810	-0.2875	-0.1441	0.0193	0.1739	-0.1222
ENSMUSG00000026463	0.6718	0.1192	0.9000	1.0596	1.3026	1.2301
ENSMUSG00000026473	0.1729	-0.2599	-0.2917	-0.3498	0.0209	0.0474
ENSMUSG00000026558	0.1883	0.0662	-0.0595	0.5673	-0.1289	0.2988
ENSMUSG00000026575	-0.4315	-0.3295	0.1947	-0.0595	0.4091	-0.1325
