#geneID	T00h	T02h	T06h	T12h	T18h	T24h
ENSMUSG00000000560	0.2872	0.3459	0.3088	0.0362	0.3401	0.6911
ENSMUSG00000000562	0.0500	0.6433	-0.1836	-0.3797	-0.2916	-0.2940
ENSMUSG00000000563	0.0087	-0.0896	0.2380	0.1783	0.1873	0.1544
ENSMUSG00000000567	-0.5211	-0.2081	-0.4509	-0.1493	-0.4631	0.3218
ENSMUSG00000000579	-0.4238	0.5376	0.2171	-0.1945	0.2816	-0.1330
ENSMUSG00000000581	0.7752	0.5986	-0.3174	-0.0296	0.6828	0.0790
ENSMUSG00000000594	1.4387	0.9598	1.6926	1.3920	1.9641	2.4331
ENSMUSG00000000600	0.0657	0.0193	0.3816	-0.1140	-0.7088	-0.0956
ENSMUSG00000000605	0.0604	-0.1165	0.0625	-0.5581	0.0965	-0.0035
ENSMUSG00000000617	0.2368	-0.2863	0.7098	-0.2909	-0.1048	0.0006
ENSMUSG00000000627	-0.2205	-0.3926	0.0900	0.0752	0.0182	0.0977
ENSMUSG00000000628	0.8186	-0.7429	0.0785	0.9260	-0.3754	-0.2650
ENSMUSG00000000631	0.4446	-0.7545	-0.0631	0.4648	-0.3851	0.2808
ENSMUSG00000000673	0.3591	0.0801	-0.5325	-0.1071	0.1995	-0.5626
ENSMUSG00000000708	0.1794	-0.2103	-0.0056	0.7575	0.2544	-0.0199
ENSMUSG00000000711	-0.1239	-0.3563	0.0578	0.0233	0.3397	-0.3358
ENSMUSG00000000731	0.0497	-0.1592	0.4802	-0.4060	0.5125	-0.7773
ENSMUSG00000000732	-0.1641	-0.2685	-0.3444	-0.3527	-0.0630	-0.1217
ENSMUSG00000000740	-0.2103	0.1805	-0.7920	0.4062	-0.1308	-0.3390
ENSMUSG00000000743	0.1060	0.9482	0.9014	1.1719	1.5257	0.5289
ENSMUSG00000000751	0.0157	-0.4433	-0.3598	0.0797	-0.1620	0.2135
ENSMUSG00000000753	0.8600	0.3846	-0.1961	-0.4694	0.3513	-0.2634
ENSMUSG00000000766	-0.2650	0.2728	-0.1483	-0.0292	0.4544	-0.2381
ENSMUSG00000000776	0.1360	-0.2218	-0.6409	-0.2590	-0.1180	-0.3079
ENSMUSG00000000782	0.2190	-0.6714	0.0612	0.4725	0.0927	0.7078
ENSMUSG00000000787	0.0738	-0.3252	0.4205	-0.4403	-0.3779	0.2833
ENSMUSG00000000791	-0.3382	-0.1053	0.3068	-0.0141	-0.5075	0.0853
ENSMUSG00000000792	0.1253	0.2664	0.5056	0.2603	0.3414	-0.0508
ENSMUSG00000000794	-0.1225	0.4610	0.2971	0.3507	-0.3576	-0.5930
ENSMUSG00000000805	-0.4990	0.2293	0.2870	0.2661	-0.1246	-0.3188
ENSMUSG00000000811	-0.2934	0.2236	0.0314	0.5729	-0.5064	-0.1764
ENSMUSG00000000817	-0.0840	-0.7455	-0.4143	0.3075	-0.2131	-0.1193
ENSMUSG00000000826	-0.0399	-0.1217	-0.3045	-0.6428	-0.0744	-0.0913
ENSMUSG00000000869	0.6343	-0.5573	-0.3759	-0.2724	-0.6289	0.3502
ENSMUSG00000000876	0.3068	-0.3593	-0.0662	0.0747	0.0415	-0.5141
ENSMUSG00000000881	0.0127	0.0573	0.1833	-0.3439	-0.4229	-0.0768
ENSMUSG00000000889	0.4834	-0.1937	-0.0404	0.0040	0.2392	0.2454
ENSMUSG00000000902	0.2801	0.0012	0.0198	0.0263	0.0637	0.0293
ENSMUSG00000000938	0.0618	0.5611	-0.2458	0.2057	-0.0476	-0.0208
ENSMUSG00000000957	-0.1630	-0.2199	0.1930	-0.3874	0.0231	0.1087
ENSMUSG00000000958	-0.6238	0.2639	-0.0115	0.4696	-0.0637	-0.2837
ENSMUSG00000000959	-0.2225	0.1810	0.0630	-0.5949	0.6892	0.2859
ENSMUSG00000000982	0.2880	0.5632	-0.2603	-0.6966	0.3613	-0.1605
ENSMUSG00000001020	1.2714	2.0460	1.4521	2.6655	2.6208	2.7724
ENSMUSG00000001021	1.0090	1.4802	1.7598	2.6125	2.3111	2.5341
ENSMUSG00000001023	1.4532	1.7194	1.6749	1.7924	2.1893	2.2322
ENSMUSG00000001025	-0.1083	-0.6673	-0.1350	0.1665	0.0571	-0.3087
ENSMUSG00000001029	-0.4088	-0.7409	-1.6553	-1.0614	-0.3123	-2.2160
ENSMUSG00000001034	-0.3350	0.3215	-0.1643	0.0578	-0.8552	0.0032
ENSMUSG00000001036	0.2867	0.1656	-0.2546	-0.2450	-0.1593	0.2192
ENSMUSG00000001052	0.4599	0.2595	-0.3352	-0.5021	-0.4681	0.4799
ENSMUSG00000001056	-0.4227	-0.5571	-0.0144	-0.0488	0.2561	-0.0125
ENSMUSG00000001119	0.2728	0.0636	-0.1561	0.5711	-0.2915	0.0154
ENSMUSG00000001127	0.6426	0.7362	0.6335	0.7063	1.1932	1.5533
ENSMUSG00000001128	-0.0107	0.4778	0.2571	-0.1398	0.2967	-0.2610
ENSMUSG00000001131	-0.1070	-0.2203	0.4749	0.3299	0.0805	0.2498
ENSMUSG00000001155	-0.2769	-0.4914	-0.0499	0.4413	-0.4961	-0.0197
ENSMUSG00000001158	0.4685	0.5340	0.1402	0.1090	-0.4029	-0.0986
ENSMUSG00000001173	-0.0116	0.3163	-0.0422	-0.4621	-0.0061	-0.6155
ENSMUSG00000001175	-0.3456	-0.2548	-0.2926	-0.1672	0.1308	0.0824
ENSMUSG00000001211	0.0036	-0.1847	0.7946	-0.0987	-0.0935	0.0578
ENSMUSG00000001225	-0.5103	-0.6709	-1.1236	-0.8880	-1.7904	-1.0132
ENSMUSG00000001227	0.1915	0.2756	-0.2211	-0.4650	0.4991	0.3327
ENSMUSG00000001240	-0.0741	-0.0580	-0.0231	0.5934	0.0698	-0.0120
ENSMUSG00000001249	0.1695	0.4178	-0.1822	-0.5649	-0.1284	0.2277
ENSMUSG00000001260	-0.0239	0.1060	0.0792	0.1719	0.5336	0.0010
ENSMUSG00000001270	-0.9963	-0.3084	0.1387	0.1106	0.3761	-0.5305
ENSMUSG00000001280	0.4602	0.0582	-0.1150	-0.0583	-0.1446	-0.4298
ENSMUSG00000001281	-0.4346	0.0276	-0.5314	-0.0501	0.2133	-0.5212
ENSMUSG00000001300	-0.1949	0.2294	-0.1993	0.0433	-0.0288	-0.1836
ENSMUSG00000001323	-0.2615	0.8112	0.1733	-0.1551	0.2968	0.2165
ENSMUSG00000001348	-0.3255	0.2058	0.0657	0.0065	-0.1499	-0.0950
ENSMUSG00000001380	-0.3042	-0.4237	-0.0557	0.0951	0.5265	-0.1339
ENSMUSG00000001383	-0.2607	0.0245	-0.2647	-0.1371	0.2521	-0.1549
ENSMUSG00000001403	0.1484	0.3874	-0.5429	-0.1085	-0.3358	0.5154
ENSMUSG00000001415	-0.1491	-0.0528	-0.4215	-0.2819	0.0369	-0.4867
ENSMUSG00000001419	0.7101	-0.4026	0.4130	-0.2027	0.5090	-0.0708
ENSMUSG00000001420	-0.1304	-0.0160	-0.1295	0.1083	0.2571	-0.3044
ENSMUSG00000001424	-0.0786	-0.0572	0.0739	0.1695	-0.4371	0.3231
ENSMUSG00000001435	0.5615	0.4015	0.2116	0.3133	0.4746	0.0201
ENSMUSG00000001436	-0.3772	-0.1675	-0.1758	0.2869	-0.1272	-0.5485
ENSMUSG00000001440	0.0360	0.0695	0.4484	-0.1446	-0.7583	-0.0356
ENSMUSG00000001444	-0.2889	-0.1588	0.0952	0.0801	-0.2721	0.0523
ENSMUSG00000001445	0.3158	-0.2777	-0.1491	0.2407	0.1403	0.5724
ENSMUSG00000001467	-0.6870	-0.3700	0.1012	0.0919	0.4467	0.0201
ENSMUSG00000001473	-0.5388	0.2934	-0.4799	-0.0426	0.2047	-0.1283
ENSMUSG00000001494	0.0856	-0.2981	0.0646	-0.1646	0.2246	-0.8328
ENSMUSG00000001506	0.0702	0.3415	0.2354	-0.2522	0.2239	-0.0397
ENSMUSG00000001507	0.0351	-0.1305	-0.5561	0.1822	-0.3259	0.8252
ENSMUSG00000001508	0.2304	-0.3579	0.1843	-0.2853	0.3082	-0.6868
ENSMUSG00000001517	0.0198	-0.5232	-0.2228	0.7080	-0.1240	-0.3274
ENSMUSG00000001524	-0.1419	0.3486	0.1325	0.2413	-0.1540	0.1034
ENSMUSG00000001525	1.4920	0.2518	-0.2414	0.0414	-0.4222	0.2116
ENSMUSG00000001542	0.4782	0.6743	-0.0283	0.0679	-0.0459	0.2717
ENSMUSG00000001552	0.5988	1.5386	1.3751	2.1875	2.4182	2.7097
ENSMUSG00000001566	0.1000	0.1116	0.4170	-0.1088	0.2528	-0.1977
ENSMUSG00000001588	0.0271	-0.2069	-0.3817	0.2548	-0.3655	-0.0951
ENSMUSG00000001642	-1.0872	-0.0386	-0.1098	0.5413	0.4005	0.2662
ENSMUSG00000001663	-0.3232	0.5826	-0.0076	-0.3371	0.5635	-0.0021
ENSMUSG00000001665	-0.3249	-0.2789	-0.3137	-0.1339	-0.3174	-0.1042
ENSMUSG00000001670	-0.2885	-1.4562	-0.9941	-1.5675	-1.2912	-0.4900
ENSMUSG00000001672	0.2343	0.1915	-0.3368	-0.5087	-0.2414	0.5327
ENSMUSG00000001729	-0.0589	-0.4699	-0.8232	-1.3818	-0.8997	-1.2024
ENSMUSG00000001739	0.6006	1.6864	1.8029	2.7111	2.1296	2.9946
ENSMUSG00000001741	-0.1925	0.0294	0.6826	-0.3877	0.5223	0.3482
ENSMUSG00000001750	0.7678	0.2654	-0.0260	-0.6018	0.2443	-0.5808
ENSMUSG00000001751	0.0531	0.4188	0.4692	-0.4286	1.0307	0.2989
ENSMUSG00000001755	0.1328	0.0784	-0.0206	0.1010	-0.2381	0.1596
ENSMUSG00000001761	0.1364	0.7746	0.2419	-0.6524	0.3320	-0.5277
ENSMUSG00000001767	0.1914	0.1564	0.5123	0.7064	0.5255	-0.0696
ENSMUSG00000001773	-0.1664	-1.0589	-1.2824	-0.5354	-1.5274	-1.1439
ENSMUSG00000001804	-0.1582	0.3156	0.1616	-0.5016	0.0277	0.3419
ENSMUSG00000001827	0.7103	-0.1523	-0.5920	-0.1899	-0.1684	-0.1511
ENSMUSG00000001829	0.0105	0.2866	0.1680	-0.1777	-0.0264	-0.5037
ENSMUSG00000001847	0.5620	0.3057	0.4340	-0.1066	0.2539	-0.3916
ENSMUSG00000001855	0.5519	-0.1290	-0.0374	-0.0571	0.0811	0.3048
ENSMUSG00000001865	0.6061	1.7156	1.3993	1.7589	2.3562	2.9385
ENSMUSG00000001870	0.8595	-0.1470	-0.1867	0.0334	-0.8457	0.0694
ENSMUSG00000001891	1.2984	1.3901	1.6663	1.6985	2.8381	2.1995
ENSMUSG00000001918	0.6999	-0.0092	0.0049	-0.3527	0.1448	0.4366
ENSMUSG00000001924	-0.1526	-0.5610	0.5009	-0.3088	-0.6327	-0.3395
ENSMUSG00000001930	-0.0695	0.2429	0.2225	-0.3518	0.3418	0.6702
ENSMUSG00000001946	-0.2622	-0.3409	0.0661	-0.4727	-0.0905	-0.6105
ENSMUSG00000001964	-0.3638	-0.2470	-0.6561	0.3126	0.1632	0.6254
ENSMUSG00000001985	-0.4486	-0.0850	0.0327	0.1489	0.0969	-0.2790
ENSMUSG00000001986	0.2515	0.4002	-0.4431	0.2062	-0.7828	0.2493
ENSMUSG00000001995	0.5265	0.1079	0.3396	0.2866	-0.2779	-0.2671
ENSMUSG00000001998	0.2900	-0.0417	0.5742	0.2252	0.1408	-0.0418
ENSMUSG00000001999	-0.4556	-0.3205	-0.4698	0.0430	-0.0619	0.4187
ENSMUSG00000002010	0.1071	-0.3118	-0.3524	0.1094	0.4103	-0.2470
ENSMUSG00000002014	0.3344	-0.2708	0.0247	-0.0139	-0.5201	-0.0726
ENSMUSG00000002015	0.3656	0.2053	0.0858	0.9115	-0.0877	-0.1709
ENSMUSG00000002028	-0.3164	-0.5214	-0.1273	-0.2572	0.7026	-0.0614
ENSMUSG00000002033	0.2142	1.5354	1.0501	1.6241	0.9965	1.1066
ENSMUSG00000002068	0.6607	0.6585	-0.0317	0.4619	-0.1165	-0.0586
ENSMUSG00000002083	0.5237	-0.3705	-0.1360	0.3875	-0.0513	-0.2456
ENSMUSG00000002100	-0.1200	-0.1778	0.2789	0.2798	-0.2095	-0.3796
ENSMUSG00000002102	-0.0317	-0.4913	0.0493	-0.5093	0.5739	0.0829
ENSMUSG00000002103	0.1409	0.1024	0.0061	-0.2398	0.3534	-0.0846
ENSMUSG00000002105	-0.1930	0.0465	-0.0029	0.5714	-0.4842	0.2232
ENSMUSG00000002108	0.2897	0.0657	0.1651	-0.5544	-0.5423	0.1532
ENSMUSG00000002109	0.3397	-0.1493	0.1423	-0.0705	0.1824	0.1889
ENSMUSG00000002111	-0.0945	-0.1552	-0.1111	-0.2434	-0.5526	0.3479
ENSMUSG00000002129	0.0254	-0.1463	-0.1664	-0.6850	-0.1867	0.1362
ENSMUSG00000002147	0.2225	0.4061	-0.8868	-0.1168	0.1450	0.1929
ENSMUSG00000002204	0.0885	0.0989	-0.3416	-0.0594	-0.5242	-0.0323
ENSMUSG00000002249	0.0709	-0.8589	0.7099	-0.1475	0.4493	0.2111
ENSMUSG00000002250	-0.1193	-0.0344	0.2355	0.5894	-0.6308	-0.1422
ENSMUSG00000002289	0.0323	-0.1609	0.2237	-0.5202	-0.0281	0.1848
ENSMUSG00000002297	-0.1439	-0.0437	0.2765	0.2437	-0.2652	0.0767
ENSMUSG00000002307	-0.4453	-1.2917	-0.3763	-0.5447	-1.9339	-1.5027
ENSMUSG00000002308	-1.4601	-1.6123	-1.9930	-2.2752	-1.6185	-2.4218
ENSMUSG00000002319	0.5230	0.7077	0.1809	1.5713	0.8083	1.3450
ENSMUSG00000002324	-0.2774	-0.1699	0.5360	0.1145	0.0556	0.2440
ENSMUSG00000002325	0.1019	-0.1782	-0.0609	0.2766	-0.0789	-0.3649
ENSMUSG00000002326	-0.2964	-0.1049	-0.0044	0.0052	-0.1678	0.3770
ENSMUSG00000002365	0.3629	-0.1993	0.2430	0.2587	0.2840	-0.2682
ENSMUSG00000002372	-0.4819	0.0695	-0.8461	-0.1067	0.0217	0.6393
ENSMUSG00000002379	0.3997	0.4323	-0.6094	0.1585	0.3036	0.3979
ENSMUSG00000002384	-0.0143	-0.8137	-0.5474	-0.6562	-0.3398	0.2905
ENSMUSG00000002395	0.0654	-0.7087	0.1466	0.5955	0.5343	-0.6495
ENSMUSG00000002413	-0.1541	0.5002	0.0124	0.2457	0.0748	-0.3726
ENSMUSG00000002416	-0.3840	-0.5092	0.5855	0.0652	0.1856	-0.1327
ENSMUSG00000002455	0.0925	0.1067	-0.4036	-0.0674	-0.0551	-0.3624
ENSMUSG00000002477	-0.3862	-0.0681	-0.1647	-0.0144	-0.0082	-0.4239
ENSMUSG00000002489	0.0390	-0.3417	0.1870	0.1763	-0.0097	-0.0364
ENSMUSG00000002496	0.2481	0.1718	-0.1111	0.0521	-0.2629	-0.3116
ENSMUSG00000002500	-0.6506	0.0461	0.2825	0.2733	-0.6623	-0.0688
ENSMUSG00000002504	-0.6028	-0.2887	0.0398	0.2141	-0.1232	0.1835
ENSMUSG00000002524	-0.4394	0.1597	-0.2966	-0.3901	-0.1409	-0.6069
ENSMUSG00000002550	0.4049	1.0655	0.7419	-0.1766	1.0352	1.7030
ENSMUSG00000002565	0.1203	0.1752	0.1167	-0.2118	0.0442	0.2238
ENSMUSG00000002602	0.0864	0.4908	-0.7459	-0.1581	0.1272	-1.1576
ENSMUSG00000002603	-0.1737	0.1906	0.5768	-0.0790	0.1426	-0.4042
ENSMUSG00000002633	0.0857	0.3666	-0.2065	-0.4793	-0.4785	0.4557
ENSMUSG00000002658	0.5211	-0.1260	0.2398	-0.4345	0.6901	0.2790
ENSMUSG00000002664	0.2113	-0.0434	-0.0062	0.0699	0.7499	-0.3227
ENSMUSG00000002688	0.2371	-0.1488	0.6186	-0.0290	0.1923	0.0644
ENSMUSG00000002699	0.2658	-0.0384	0.8884	-0.6525	0.6143	-0.1651
ENSMUSG00000002718	0.2538	0.0445	-0.0858	-0.1479	-0.2269	-0.3415
ENSMUSG00000002741	0.2575	0.3669	0.2751	0.0792	0.0903	0.0176
ENSMUSG00000002748	-0.0042	0.3100	-0.0061	0.7521	-0.0840	-0.6095
ENSMUSG00000002763	-0.1194	0.1734	0.0089	-0.6732	-0.3513	-0.0409
ENSMUSG00000002767	-0.4412	0.1609	0.1003	0.2469	0.0608	-0.1837
ENSMUSG00000002769	-0.3767	0.1093	0.1680	0.3087	0.3423	0.3458
ENSMUSG00000002771	-0.2130	0.0849	-0.2780	0.3182	-0.0468	0.3504
ENSMUSG00000002797	0.5164	0.2395	0.0221	0.6118	0.1735	-0.5879
ENSMUSG00000002799	-0.5134	0.6368	-0.3909	0.4792	0.2766	-0.0545
ENSMUSG00000002814	0.2758	0.2405	-0.1556	-0.2757	-0.1541	-0.0921
ENSMUSG00000002820	-0.3008	-0.2812	-0.6807	-0.2867	-0.0713	0.6010
ENSMUSG00000002831	-0.0098	0.2201	0.3551	0.2580	0.5619	-0.4655
ENSMUSG00000002847	-0.1010	0.0487	0.4229	0.0538	-0.5145	-0.2727
ENSMUSG00000002870	0.4521	-0.5015	0.0996	-0.1693	-0.3279	-0.2693
ENSMUSG00000002897	-0.6782	0.1155	-0.1505	-0.5550	0.1594	0.5565
ENSMUSG00000002900	-0.2134	0.3349	-0.4323	0.1259	-0.2082	-0.0069
ENSMUSG00000002908	0.4079	-0.1614	-0.0633	-0.2319	0.4782	0.2758
ENSMUSG00000002930	-1.0207	-0.2268	0.0325	-0.7538	0.0110	0.4796
ENSMUSG00000002944	0.2535	-0.2177	0.5029	0.1410	-0.5625	-0.2816
ENSMUSG00000002948	0.4287	-0.1251	-0.0283	0.4168	-0.2535	0.8232
ENSMUSG00000002957	-0.0102	-0.1381	-0.5414	-0.0996	0.5684	-0.5375
ENSMUSG00000002963	0.1322	-0.0029	-0.3047	0.6372	0.6683	0.3109
ENSMUSG00000002983	0.0298	0.2304	0.3344	-0.0913	0.1372	-0.5060
ENSMUSG00000002984	0.3401	0.5158	1.4219	0.3500	1.7326	0.7072
ENSMUSG00000002985	-0.1874	-0.3201	0.0450	0.1903	0.2092	0.0248
ENSMUSG00000002992	0.2538	-0.2978	-0.8823	-0.2705	0.1188	0.0194
ENSMUSG00000002997	0.2978	-0.1592	0.5749	0.3986	-0.5152	0.5095
ENSMUSG00000003031	-0.2232	-0.5478	-0.4204	0.4077	0.0286	0.1000
ENSMUSG00000003032	0.2700	-0.5535	-0.1699	-0.2641	0.2636	-0.7976
ENSMUSG00000003033	-0.5543	0.3021	-0.4761	0.3140	-0.2064	0.0264
ENSMUSG00000003037	-0.3331	1.1147	-0.2541	0.1950	0.1665	0.0997
ENSMUSG00000003053	0.3184	-0.7748	-0.6103	-1.4279	-1.5394	-1.0719
ENSMUSG00000003068	0.0669	0.3211	0.0166	0.1013	0.2915	-0.4251
ENSMUSG00000003070	-0.1302	0.3610	-0.2027	0.3031	-0.4354	0.5693
ENSMUSG00000003072	-0.3465	0.1308	-0.0320	0.3276	0.1899	-0.4254
ENSMUSG00000003099	0.1918	0.0794	-0.6013	-0.7759	-0.1001	0.4809
ENSMUSG00000003123	0.1342	-0.1056	-0.1885	-0.0681	0.2391	0.3103
ENSMUSG00000003131	-0.2436	-0.0840	0.5245	0.1368	-0.5180	-0.0727
ENSMUSG00000003184	-0.1133	0.0321	-0.1934	0.6153	0.1141	-0.2855
ENSMUSG00000003200	0.1037	0.1340	0.6027	-0.1147	0.0630	-0.5742
ENSMUSG00000003206	0.1512	-0.5084	-0.4234	-0.2310	0.0878	-0.0589
ENSMUSG00000003226	0.0196	-0.1922	0.2768	-0.0257	-0.6081	-0.2611
ENSMUSG00000003227	-0.0525	-0.2579	-0.3740	-0.6564	0.0816	-0.5612
ENSMUSG00000003228	0.0523	0.2931	-0.3331	0.1311	-0.3414	-0.1405
ENSMUSG00000003233	0.3269	0.5269	0.2532	-0.1746	-0.2761	-0.4782
ENSMUSG00000003235	-0.4980	0.2555	0.0678	-0.0680	-0.2235	0.1836
ENSMUSG00000003269	-0.0552	-0.1234	-0.0841	-0.5553	0.2006	0.2368
ENSMUSG00000003271	0.5120	0.1056	0.2128	0.0357	0.0379	0.3236
ENSMUSG00000003279	-0.0398	-0.0836	-0.0320	0.0466	-0.1654	0.3925
ENSMUSG00000003283	0.2056	-0.4663	0.0982	-0.1335	-0.0916	0.2912
ENSMUSG00000003299	-0.1308	-0.2098	-0.7777	-0.3513	0.2220	0.0703
ENSMUSG00000003308	0.1615	0.5322	0.4312	-0.3485	0.0964	-0.0763
ENSMUSG00000003309	-0.0210	0.4890	0.1259	0.5770	-0.5368	-0.2513
ENSMUSG00000003316	0.2212	-0.8537	-0.0113	-0.2149	-0.4194	-0.2557
ENSMUSG00000003345	-0.3612	0.3044	0.0111	-0.5216	-0.4321	0.3920
ENSMUSG00000003352	0.3006	-0.1376	-0.4486	0.3852	-0.1712	-0.2220
ENSMUSG00000003360	-0.0160	0.0150	-0.4951	-0.2176	0.1864	0.7668
ENSMUSG00000003363	0.0351	-0.2496	-0.1883	-0.5001	-0.9354	0.3552
ENSMUSG00000003378	-0.2140	0.1834	-0.0719	-0.2486	-0.2344	-0.0336
ENSMUSG00000003379	0.6079	0.2298	0.6574	0.1993	-0.1981	0.0228
ENSMUSG00000003402	0.1348	-0.1567	-0.1363	-0.3171	0.1672	-0.1428
ENSMUSG00000003429	0.2922	0.0014	-0.6399	-0.2140	0.3491	0.4719
ENSMUSG00000003435	0.0162	-0.0080	0.4487	0.0772	-0.4235	0.0961
ENSMUSG00000003436	-0.4555	-0.1617	0.0445	0.1874	-0.1811	0.1888
ENSMUSG00000003452	0.5289	-0.0381	0.0600	0.2982	-0.1080	-0.1143
ENSMUSG00000003458	0.4866	-0.4257	-0.5212	-0.4404	0.0380	0.2985
ENSMUSG00000003464	-0.3529	0.0103	-0.4189	0.2076	0.1151	-0.1268
ENSMUSG00000003476	-0.1033	0.2182	-0.0572	-0.2525	0.0833	0.0319
ENSMUSG00000003477	0.0291	-0.4165	-0.3182	0.1730	0.5248	0.5040
ENSMUSG00000003500	0.1301	0.4703	1.0292	1.0965	0.8499	1.1814
ENSMUSG00000003518	-0.0106	-0.2669	-0.0975	0.2656	0.2734	-0.5675
ENSMUSG00000003526	-0.4264	-0.2898	0.0215	0.6152	0.0597	0.0940
ENSMUSG00000003545	-0.0354	-0.0684	-0.0921	0.1333	-0.0589	0.1281
ENSMUSG00000003546	-0.2461	0.1978	-0.0325	-0.0367	-0.2624	0.2276
ENSMUSG00000003549	-0.3935	0.0690	-0.4923	-0.2112	0.2194	-0.3684
ENSMUSG00000003555	-0.2130	0.3443	-0.1217	0.0687	0.0953	0.1309
