#geneID	T00h	T02h	T06h	T12h	T18h	T24h
ENSMUSG00000019802	0.0705	0.2859	-0.0021	-0.0274	0.2273	0.7898
ENSMUSG00000019828	-0.1690	0.2029	-0.3929	-0.0619	-0.3914	-0.5261
ENSMUSG00000019831	-0.0559	-0.0975	0.0888	-0.1764	0.1510	0.0458
ENSMUSG00000019841	0.0376	-0.1846	-0.2045	0.0541	-0.0793	-0.2715
ENSMUSG00000019845	0.4961	0.8018	1.1778	0.7978	0.5865	1.3163
ENSMUSG00000019848	0.0868	0.1316	0.1169	0.1634	0.2727	-0.5005
ENSMUSG00000019883	0.8046	0.1317	-0.2052	-0.0312	0.4479	0.1165
ENSMUSG00000019888	-0.6532	-0.5828	-0.7949	-0.1308	-0.2910	0.1718
ENSMUSG00000019935	-0.4375	0.1372	0.6118	-0.2176	0.0095	0.0600
ENSMUSG00000019942	-0.3323	0.4242	0.3966	0.4541	0.0420	0.3157
ENSMUSG00000019960	-0.1079	-0.1912	-0.0212	0.1765	0.3860	0.3963
ENSMUSG00000019970	-0.1287	0.3318	0.1916	-0.2365	-0.2953	-0.0330
ENSMUSG00000019977	-0.2211	-0.0696	0.2935	0.3478	-0.7623	-0.4808
ENSMUSG00000019982	-0.1699	0.4042	0.1898	0.3366	0.1764	0.7428
ENSMUSG00000020007	-0.5739	-0.2182	0.0190	-0.1250	0.5943	0.4272
ENSMUSG00000020009	-0.7360	-0.0616	-0.3477	-0.3257	-0.2957	-0.1508
ENSMUSG00000020022	-0.6271	0.0833	0.2582	-0.3057	0.4621	0.3039
ENSMUSG00000020027	-0.2089	-0.5956	0.3027	-0.0551	0.1195	0.0131
ENSMUSG00000020048	-0.2883	0.2548	0.5303	0.2731	0.0715	0.4990
ENSMUSG00000020070	-0.2636	-0.1629	0.2084	-0.2662	0.1082	0.3458
ENSMUSG00000020081	-0.2075	0.1263	0.1372	0.1659	-0.3098	-0.1338
ENSMUSG00000020097	0.3574	-0.1593	-0.2252	0.8611	-0.4414	0.0117
ENSMUSG00000020108	-0.3514	-0.2414	-0.2190	0.2064	0.0572	0.9985
ENSMUSG00000020115	-0.1394	-0.2338	0.1277	0.0679	0.3544	0.0597
ENSMUSG00000020122	0.4814	-0.5743	-0.3005	-0.0208	-0.3909	0.4960
ENSMUSG00000020123	0.0423	0.4834	0.2240	0.1715	0.2546	-0.1893
ENSMUSG00000020168	0.2277	0.1757	0.4094	-0.4225	0.4772	0.4479
ENSMUSG00000020170	0.2935	-0.4116	-0.7046	0.4850	-0.1575	-0.3066
ENSMUSG00000020171	0.6743	-0.4233	0.3285	-0.4389	0.6106	0.4648
ENSMUSG00000020180	-0.0143	0.1152	-0.2401	0.1406	-0.4806	0.5686
ENSMUSG00000020256	0.2299	-0.2102	0.0142	-0.0146	-0.3038	-0.4474
ENSMUSG00000020257	-0.0490	0.2985	-0.1426	-0.1909	-0.2759	-0.2730
ENSMUSG00000020260	0.2311	-0.2320	-0.1446	0.2183	-0.1067	-0.0767
ENSMUSG00000020287	-0.5092	-0.0528	0.5436	0.1389	0.1790	-0.2924
ENSMUSG00000020289	0.3416	-0.7943	-1.1242	-1.0496	-1.9744	-1.7348
ENSMUSG00000020309	-0.2310	-0.1661	-0.1755	-0.5085	0.3249	-0.1775
ENSMUSG00000020331	-0.1104	-0.1187	0.3142	-0.0545	-0.5121	-0.1085
ENSMUSG00000020334	0.0472	-0.3974	-0.2031	-0.2568	0.3448	-0.2392
ENSMUSG00000020349	-0.0674	-0.4444	0.0292	-0.1137	0.5056	0.3193
ENSMUSG00000020354	0.3772	0.0118	-0.4073	0.0241	-0.2477	-0.1160
ENSMUSG00000020359	0.3430	0.1463	0.4964	0.1302	0.0373	0.2991
ENSMUSG00000020368	0.0076	-0.2643	0.0264	0.2641	0.1063	0.2191
ENSMUSG00000020372	-1.5158	-1.3384	-1.3144	-1.5144	-1.7918	-2.4745
ENSMUSG00000020375	0.2457	0.0826	-0.0095	-0.3934	-0.2333	-0.3120
ENSMUSG00000020386	-0.1181	0.2388	0.1259	0.1114	0.5892	-0.8424
ENSMUSG00000020405	-0.1241	0.4247	0.1242	-0.5824	0.4576	-0.0613
ENSMUSG00000020407	0.4706	-0.1612	0.1554	-0.2528	0.1524	-0.1537
ENSMUSG00000020423	0.2836	-0.6249	-0.2460	-0.8714	0.0034	-0.3282
ENSMUSG00000020432	0.7651	1.7739	2.0621	1.5923	1.9406	2.2389
ENSMUSG00000020458	0.0841	0.3889	-0.3735	0.1500	0.3158	-0.3904
ENSMUSG00000020477	1.5045	1.9867	1.9525	1.9948	2.4215	2.1237
ENSMUSG00000020484	0.3471	0.0764	-0.6963	0.3372	-0.2872	-0.3105
ENSMUSG00000020485	0.0923	-0.1942	-0.4369	-0.1947	0.7817	-0.0797
ENSMUSG00000020513	-0.5411	0.0701	-0.4962	0.4820	0.0715	0.3856
ENSMUSG00000020514	-1.1231	-1.4882	-1.6155	-2.5640	-2.3296	-2.2461
ENSMUSG00000020519	0.1286	0.2811	-0.1569	-0.3562	-0.2280	0.4066
ENSMUSG00000020566	0.4915	-0.1510	-0.1053	0.0191	0.6007	-0.0871
ENSMUSG00000020572	-0.6604	0.1147	0.0911	0.1090	0.3079	-0.0694
ENSMUSG00000020609	0.3815	0.0669	-0.2305	-0.0759	-0.3513	0.3268
ENSMUSG00000020636	0.2049	-0.1559	-0.0201	0.2191	0.3220	-0.5500
ENSMUSG00000020673	-0.1878	-0.0038	0.5656	0.0704	0.1572	0.1011
ENSMUSG00000020676	0.4460	0.4179	-0.7151	-0.1248	-0.1401	0.0504
ENSMUSG00000020734	-0.6758	0.3600	-0.2983	0.8643	-0.1258	-0.1360
ENSMUSG00000020745	0.2380	-0.3726	-0.9053	-0.5059	-0.3122	-0.1117
ENSMUSG00000020766	0.3780	0.1629	0.3235	1.4635	2.0625	1.4959
ENSMUSG00000020774	-0.3201	-0.1894	-0.0575	0.2386	-0.3059	0.5185
ENSMUSG00000020775	1.0247	2.0376	1.6326	2.4043	1.7358	1.9775
ENSMUSG00000020794	0.4171	0.1939	0.0834	-0.2436	-0.5083	-0.0064
ENSMUSG00000020817	-0.1848	0.6348	0.1359	-0.1960	0.1469	-0.3482
ENSMUSG00000020821	0.2774	0.4311	0.3822	0.2674	-0.2923	-0.0402
ENSMUSG00000020828	-0.3562	-0.3274	-0.2266	-0.3281	0.3385	0.2285
ENSMUSG00000020840	0.3007	-0.0943	0.1901	0.0620	-0.1589	0.0405
ENSMUSG00000020849	0.1307	0.1958	0.8198	-0.1155	-0.0048	-0.3280
ENSMUSG00000020850	0.0371	0.0137	0.0312	-0.2009	-0.4640	-0.2089
ENSMUSG00000020868	-2.0796	-1.4659	-1.2857	-1.7327	-1.9591	-1.7796
ENSMUSG00000020899	0.0664	0.4094	0.5239	-0.4808	-0.3638	-0.0452
ENSMUSG00000020900	-0.4744	-0.3198	0.3792	-0.0570	0.1525	0.2266
ENSMUSG00000020911	0.4333	-0.3040	0.1117	-0.1916	0.3909	0.5118
ENSMUSG00000020914	0.6257	0.0922	0.0967	0.0311	0.0538	0.2831
ENSMUSG00000020929	-0.2078	0.6233	-0.1250	0.3461	0.3472	0.0138
ENSMUSG00000021022	0.2791	-0.5494	0.0683	-0.4062	0.0678	-0.3605
